"identity_id","stage","id","file","sex","age","class","occupation","body","direction","hair_color","skin_tone","features","clothing","marital_status","expression","headwear_type","source_file","source_sha256","reference_files","prompt","sha256"
"I043","old","I043_old","portraits/I043_old.png","m","70","merchant","wool merchant","fat","left","silver-grey and white remnants of original russet red","pale cool ivory with pink cheeks","huge rounded cranium and low hairline; tiny wide-set dark eyes; long narrow drooping nose with pinched tip; wide curved mouth with asymmetric corner; bulky lower cheeks and nearly absent chin; very small ears","good muted blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","slight_smile","felt_hat","provenance/raw/I043_old.png","c6c66b514feac1fb4201de7689c20e50c0142a7ec3c2617ac60d6a920e3b932f","provenance/references/7d46fc544ecc-I043_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age70 ELDERLY: clearly silverwhitehair ifvisible, sagging cheeks/jaw/neck, thinnertemplevolume, droopingeyelids, irregularagespots. Read65-75 at96px, not merely50. EXPRESSION: clearly visible but subtle warm closed-mouth SMILE, raised mouth corners, smiling eyes. REPLACE HEADWEAR with: low soft felt hat over natural ear-below blunt bob.  TARGET CLOTHES: good muted blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Targethaircolor: silver-grey and white remnants of original russet red. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: huge rounded cranium and low hairline; tiny wide-set dark eyes; long narrow drooping nose with pinched tip; wide curved mouth with asymmetric corner; bulky lower cheeks and nearly absent chin; very small ears. Keep left-facing orientation, fat bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","5adc9e8786a0b6765b1bc519873b4a8a3c547563b3c27e88dc19986fa0b8eae7"
"I044","young","I044_young","portraits/I044_young.png","m","24","merchant","cloth merchant","thin","right","dark brown","fair golden beige with cheek freckles","low wide flattened forehead; compact triangular face with very high broad cheekbones; short broad snub nose with upturned square nostrils; narrow deep-set blue eyes; large full lips; broad bony cleft chin; curled prominent ears","good subdued plum fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","unmarried","neutral","hood","provenance/raw/I044_young.png","bf1d038ff06f0a91076437cf23f24d5f8ac39281a2eba223d4ec6d3709c8689f","provenance/references/c88d923aca2f-파일럿_36명_통과_기준.jpg","Paint one complete indivisible square bust portrait, Southern England circa1300, same natural hand-painted realism and fine skin/wool brush texture as approved reference sheet. Reference is STYLE and quality ONLY; invent a completely NEW person unlike ANY reference face, never copy skull/eyes/nose. Opaque plain low-saturation grey-brown background, soft upper-left light, eyes40-48%height, comfortable head margin, full upper chest and shoulders to bottomedge. Natural realistic anatomy, no caricature, no photo filter, no black outlines/text/frame. DISTINCT CRANIOFACIAL IDENTITY and body silhouette. Skin tone and bodyfat do not imply wealth, morality or virtue. Draw desired direction from scratch NEVER mirror. Clothing MUST visibly identify circa1300 class: fine saturated but restrained scarlet/deepblue/forestgreen and sizeable miniver/fox fur for gentry, good mutedblue/plum wool and fur for merchant, workaprons/tools for artisan, coarse faded repairedcloth for labour/poor. All costumes painted coherently with face, not layers. Female headwear per subject must be structurally accurate and varied, NOT generic whiteveil every time. Adult male hair with straight or softlywavy blunt bob reaching BELOW EARS circa1300, no modern cropped sides/crewcut (except specified tonsure or bald elder). Expression MUST follow subject, mild lifelike smiling/worry/sharpness where specified. ONE complete natural hand-painted bust of I044, a 24-year-old man in southern England around 1300, cloth merchant, genuinely facing image RIGHT in three-quarter view. Permanent unique anatomical identity: low wide flattened forehead; compact triangular face with very high broad cheekbones; short broad snub nose with upturned square nostrils; narrow deep-set blue eyes; large full lips; broad bony cleft chin; curled prominent ears. Build: slender neck, narrow bony shoulders and lean tissues; skull may still be broad. Skin: fair golden beige with cheek freckles; no complexion or body moral/class symbolism. Hair: dark brown; short horizontal moustache, clean chin; civilian hair below ears in natural blunt medieval bob unless tonsured or balding. Age: youthful facial tissue and clear eyes, no deep mature wrinkles. Expression: quiet neutral relaxed mouth and alert eyes. Clothing must visibly communicate occupation and class: good subdued plum fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Headwear: early period chaperon in simple hood-and-cape form, NOT later turban form; visible natural ear-below bob hair. Across ages preserve this actual skull, nose, eye spacing, ear shape and chin asymmetry; do not substitute another actor. No modern fade, undercut, crew cut or makeup. Whole person painted together, no layers and no mirroring. Coherent upper-left light, flat muted grey-brown background, bust fills frame, eye line roughly 40–48 percent canvas height. Gentry colors visibly richer than labour cloth, never neon. Distinct realistic individual, no caricature or repeated pilot face.","9e1bf448649b4653cdde9b94be4271f722a4f516ee75915eb1f3eb3993408f35"
"I044","mature","I044_mature","portraits/I044_mature.png","m","45","merchant","cloth merchant","thin","right","dark brown with scattered grey strands","fair golden beige with cheek freckles","low wide flattened forehead; compact triangular face with very high broad cheekbones; short broad snub nose with upturned square nostrils; narrow deep-set blue eyes; large full lips; broad bony cleft chin; curled prominent ears","good subdued plum fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","tired_worried","felt_hat","provenance/raw/I044_mature.png","01a3002342d24585b19f306e1346ee32a039b0918901d97d2bb66c573209e774","provenance/references/9e1bf448649b-I044_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age45 MIDDLEAGED: visible nasolabialfolds,crowfeet and earlygreytemples, no elderlydeepwrinkles. EXPRESSION: visibly WEARY and WORRIED: raised innerbrows, slightlypinchedbrow, tired lowerlids andmouth. REPLACE HEADWEAR with: low soft felt hat over natural ear-below blunt bob.  TARGET CLOTHES: good subdued plum fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Targethaircolor: dark brown with scattered grey strands. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: low wide flattened forehead; compact triangular face with very high broad cheekbones; short broad snub nose with upturned square nostrils; narrow deep-set blue eyes; large full lips; broad bony cleft chin; curled prominent ears. Keep right-facing orientation, thin bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","26b6e372e666712c34d303cac83fceab7a48fb47fa9a38eb4991a690a121ff14"
"I044","old","I044_old","portraits/I044_old.png","m","70","merchant","cloth merchant","thin","right","silver-grey and white remnants of original dark brown","fair golden beige with cheek freckles","low wide flattened forehead; compact triangular face with very high broad cheekbones; short broad snub nose with upturned square nostrils; narrow deep-set blue eyes; large full lips; broad bony cleft chin; curled prominent ears","good subdued plum fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","slight_smile","coif_cap","provenance/raw/I044_old.png","577d5d6a5b20857a577503de264cb4ce5e9a4796b12b4ea714e12a2ddc461242","provenance/references/9e1bf448649b-I044_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age70 ELDERLY: clearly silverwhitehair ifvisible, sagging cheeks/jaw/neck, thinnertemplevolume, droopingeyelids, irregularagespots. Read65-75 at96px, not merely50. EXPRESSION: clearly visible but subtle warm closed-mouth SMILE, raised mouth corners, smiling eyes. REPLACE HEADWEAR with: close linen coif under low felt cap; natural ear-below bob ends at sides.  TARGET CLOTHES: good subdued plum fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Targethaircolor: silver-grey and white remnants of original dark brown. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: low wide flattened forehead; compact triangular face with very high broad cheekbones; short broad snub nose with upturned square nostrils; narrow deep-set blue eyes; large full lips; broad bony cleft chin; curled prominent ears. Keep right-facing orientation, thin bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","313bc37d35b2840f228f775e9b5ba62fe64fc4b9ab6292a4bd2257f8641df3fb"
"I045","young","I045_young","portraits/I045_young.png","m","24","merchant","dyed wool factor","average","front","sandy brown","fair neutral cream with olive cast","exceptionally tall egg skull; broad knobby nasal bridge and long blunt tip; wide-set almond green eyes; pale notch in outer right eyebrow; tiny pursed mouth; recessed narrow chin; very large low ears","good dusky violet-blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","slight_smile","felt_hat","provenance/raw/I045_young.png","354cc84e2f5568bb83323324265140f6d22cf0a39dbbed5dd0d633ba19574f93","provenance/references/c88d923aca2f-파일럿_36명_통과_기준.jpg","Paint one complete indivisible square bust portrait, Southern England circa1300, same natural hand-painted realism and fine skin/wool brush texture as approved reference sheet. Reference is STYLE and quality ONLY; invent a completely NEW person unlike ANY reference face, never copy skull/eyes/nose. Opaque plain low-saturation grey-brown background, soft upper-left light, eyes40-48%height, comfortable head margin, full upper chest and shoulders to bottomedge. Natural realistic anatomy, no caricature, no photo filter, no black outlines/text/frame. DISTINCT CRANIOFACIAL IDENTITY and body silhouette. Skin tone and bodyfat do not imply wealth, morality or virtue. Draw desired direction from scratch NEVER mirror. Clothing MUST visibly identify circa1300 class: fine saturated but restrained scarlet/deepblue/forestgreen and sizeable miniver/fox fur for gentry, good mutedblue/plum wool and fur for merchant, workaprons/tools for artisan, coarse faded repairedcloth for labour/poor. All costumes painted coherently with face, not layers. Female headwear per subject must be structurally accurate and varied, NOT generic whiteveil every time. Adult male hair with straight or softlywavy blunt bob reaching BELOW EARS circa1300, no modern cropped sides/crewcut (except specified tonsure or bald elder). Expression MUST follow subject, mild lifelike smiling/worry/sharpness where specified. ONE complete natural hand-painted bust of I045, a 24-year-old man in southern England around 1300, dyed wool factor, almost directly FRONT-facing, both cheeks visible with slight natural asymmetry. Permanent unique anatomical identity: exceptionally tall egg skull; broad knobby nasal bridge and long blunt tip; wide-set almond green eyes; pale notch in outer right eyebrow; tiny pursed mouth; recessed narrow chin; very large low ears. Build: ordinary medium neck and shoulders with moderate cheek tissue. Skin: fair neutral cream with olive cast; no complexion or body moral/class symbolism. Hair: sandy brown; short rounded beard with bare central chin patch; civilian hair below ears in natural blunt medieval bob unless tonsured or balding. Age: youthful facial tissue and clear eyes, no deep mature wrinkles. Expression: subtle closed-mouth half-smile with gently lifted corners and softened eyes, no broad grin. Clothing must visibly communicate occupation and class: good dusky violet-blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Headwear: low soft felt hat over natural ear-below blunt bob. Across ages preserve this actual skull, nose, eye spacing, ear shape and chin asymmetry; do not substitute another actor. No modern fade, undercut, crew cut or makeup. Whole person painted together, no layers and no mirroring. Coherent upper-left light, flat muted grey-brown background, bust fills frame, eye line roughly 40–48 percent canvas height. Gentry colors visibly richer than labour cloth, never neon. Distinct realistic individual, no caricature or repeated pilot face. STRICT FRONT VIEW equalcheeks nosecentered eyesdirectlytocamera, NOTthreequarter.","ffb85a1746c61fda094d538f56e3494ac6f5494a015ea2e8ba82c69fed048ee2"
"I045","mature","I045_mature","portraits/I045_mature.png","m","45","merchant","dyed wool factor","average","front","sandy brown with scattered grey strands","fair neutral cream with olive cast","exceptionally tall egg skull; broad knobby nasal bridge and long blunt tip; wide-set almond green eyes; pale notch in outer right eyebrow; tiny pursed mouth; recessed narrow chin; very large low ears","good dusky violet-blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","tired_worried","coif_cap","provenance/raw/I045_mature.png","7de899d96f3d5478ffd6b1447efaeecf6c71d415544f488633624062775d38a0","provenance/references/ffb85a1746c6-I045_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age45 MIDDLEAGED: visible nasolabialfolds,crowfeet and earlygreytemples, no elderlydeepwrinkles. EXPRESSION: visibly WEARY and WORRIED: raised innerbrows, slightlypinchedbrow, tired lowerlids andmouth. REPLACE HEADWEAR with: close linen coif under low felt cap; natural ear-below bob ends at sides.  TARGET CLOTHES: good dusky violet-blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Targethaircolor: sandy brown with scattered grey strands. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: exceptionally tall egg skull; broad knobby nasal bridge and long blunt tip; wide-set almond green eyes; pale notch in outer right eyebrow; tiny pursed mouth; recessed narrow chin; very large low ears. Keep front-facing orientation, average bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","49c20042115f22e698b42c80274041ed551424dccb4796ca3dfe07237c4ee5d5"
"I045","old","I045_old","portraits/I045_old.png","m","70","merchant","dyed wool factor","average","front","silver-grey and white remnants of original sandy brown","fair neutral cream with olive cast","exceptionally tall egg skull; broad knobby nasal bridge and long blunt tip; wide-set almond green eyes; pale notch in outer right eyebrow; tiny pursed mouth; recessed narrow chin; very large low ears","good dusky violet-blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","widowed","neutral","bald","provenance/raw/I045_old.png","9a12ababcfde844c0c2d396568393516128c33e5bc8f9c5e30f72b295e99b31c","provenance/references/ffb85a1746c6-I045_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age70 ELDERLY: clearly silverwhitehair ifvisible, sagging cheeks/jaw/neck, thinnertemplevolume, droopingeyelids, irregularagespots. Read65-75 at96px, not merely50. EXPRESSION: relaxed neutral mouth. REPLACE HEADWEAR with: naturally balding crown with long wispy ear-below side hair.  TARGET CLOTHES: good dusky violet-blue fine wool cote, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Targethaircolor: silver-grey and white remnants of original sandy brown. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: exceptionally tall egg skull; broad knobby nasal bridge and long blunt tip; wide-set almond green eyes; pale notch in outer right eyebrow; tiny pursed mouth; recessed narrow chin; very large low ears. Keep front-facing orientation, average bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","2d4a204c252eaee4e25d801d38f31d9afb4c7e5367b547acf88e75eb7a109346"
"I046","young","I046_young","portraits/I046_young.png","f","24","merchant","cloth trader","thin","left","dark chestnut","light cool ivory with pink nose","extremely tall narrow oblong skull; very long large convex hooked nose with broad drooping tip; tiny widely spaced hooded brown eyes under sparse nearly absent eyebrows; hollow low cheeks; wide very thin asymmetric lips; tiny deeply receding chin; visibly protruding large ears","good muted blue fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","unmarried","neutral","coif","provenance/raw/I046_young.png","8486c6727bb31c8d5bb0e76c93a651e7918d6e91402aba828fcc066a2d76e792","provenance/references/ef404dc44688-P15.png","Paint one complete indivisible square bust portrait, Southern England circa1300, same natural hand-painted realism and fine skin/wool brush texture as approved reference sheet. Reference is STYLE and quality ONLY; invent a completely NEW person unlike ANY reference face, never copy skull/eyes/nose. Opaque plain low-saturation grey-brown background, soft upper-left light, eyes40-48%height, comfortable head margin, full upper chest and shoulders to bottomedge. Natural realistic anatomy, no caricature, no photo filter, no black outlines/text/frame. DISTINCT CRANIOFACIAL IDENTITY and body silhouette. Skin tone and bodyfat do not imply wealth, morality or virtue. Draw desired direction from scratch NEVER mirror. Clothing MUST visibly identify circa1300 class: fine saturated but restrained scarlet/deepblue/forestgreen and sizeable miniver/fox fur for gentry, good mutedblue/plum wool and fur for merchant, workaprons/tools for artisan, coarse faded repairedcloth for labour/poor. All costumes painted coherently with face, not layers. Female headwear per subject must be structurally accurate and varied, NOT generic whiteveil every time. Adult male hair with straight or softlywavy blunt bob reaching BELOW EARS circa1300, no modern cropped sides/crewcut (except specified tonsure or bald elder). Expression MUST follow subject, mild lifelike smiling/worry/sharpness where specified.  Material correction: MINIVER means softly mottled grey-white squirrel fur, NEVER bright white with black ermine-tail spots. No heraldic black dotted fur. ONE complete natural hand-painted bust of I046, a 24-year-old woman in southern England around 1300, cloth trader, genuinely facing image LEFT in three-quarter view. Permanent unique anatomical identity: extremely tall narrow oblong skull; very long large convex hooked nose with broad drooping tip; tiny widely spaced hooded brown eyes under sparse nearly absent eyebrows; hollow low cheeks; wide very thin asymmetric lips; tiny deeply receding chin; visibly protruding large ears. Build: slender neck, narrow bony shoulders and lean tissues; skull may still be broad. Skin: light cool ivory with pink nose; no complexion or body moral/class symbolism. Hair: dark chestnut. Age: youthful facial tissue and clear eyes, no deep mature wrinkles. Expression: quiet neutral relaxed mouth and alert eyes. Clothing must visibly communicate occupation and class: good muted blue fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Headwear: close cream linen coif neatly tied. Across ages preserve this actual skull, nose, eye spacing, ear shape and chin asymmetry; do not substitute another actor. No modern fade, undercut, crew cut or makeup. Whole person painted together, no layers and no mirroring. Coherent upper-left light, flat muted grey-brown background, bust fills frame, eye line roughly 40–48 percent canvas height. Gentry colors visibly richer than labour cloth, never neon. Distinct realistic individual, no caricature or repeated pilot face. PRIORITY: bold unusual craniofacial proportions asdescribed, not generic beautifulwoman. The male reference is ONLY brushworkfinish; depictwoman completelydifferentanatomy.","0c51defb5d102a95414175456fd574e58b5fe50649961cfdb78ecdb8be91289d"
"I046","mature","I046_mature","portraits/I046_mature.png","f","45","merchant","cloth trader","thin","left","dark chestnut with scattered grey strands","light cool ivory with pink nose","extremely tall narrow oblong skull; very long large convex hooked nose with broad drooping tip; tiny widely spaced hooded brown eyes under sparse nearly absent eyebrows; hollow low cheeks; wide very thin asymmetric lips; tiny deeply receding chin; visibly protruding large ears","good muted blue fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","tired_worried","veil_wimple","provenance/raw/I046_mature.png","d88fca7ed41d508767c2aebf10c03988aa464ffed1da0690fb7479ae945d954d","provenance/references/0c51defb5d10-I046_mature-r1-ref0.png","IDENTITY-PRESERVE completeportrait edit. ApplytargetchangesFIRST: Now45middleaged withmoderatecrowfeet/forehead/nasolabialfolds, subtlegreytemples. Notelderly. EXPRESSION:VISIBLE worriedandweary pinchedraisedinnerbrows tiredmouth. REPLACE HEADWEAR:linen veil plus close white wimple enclosing neck and chin. . TARGETCLOTHING:good muted blue fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. HAIRCOLOR:dark chestnut with scattered grey strands. PreserveEXACT SAMEPERSON recognizable skull/nose/eye spacing/earshape/chin:extremely tall narrow oblong skull; very long large convex hooked nose with broad drooping tip; tiny widely spaced hooded brown eyes under sparse nearly absent eyebrows; hollow low cheeks; wide very thin asymmetric lips; tiny deeply receding chin; visibly protruding large ears. Keepleftorientation andthinbodytype, samehandpaintednaturalrealism, flatgreybrownbackground upperleftlight squarebustcrop. Anatomicalaging integrated throughfaceandneck, notdrawnwrinklemask. Adultmalehair continuousBLUNT BOB BELOW EARLOBES atjawangle unlessbald/tonsured. Miniver is softgreywhiteSQUIRREL noBLACKERMINEspots. Actuallydrawtargetheadwearnotoriginal ifdifferent. No mirror, text, panels, newactor.","8d43bb689341fa5a898ebf7cf09057be011333f0571b867417a54dfde9509175"
"I046","old","I046_old","portraits/I046_old.png","f","70","merchant","cloth trader","thin","left","silver-grey and white remnants of original dark chestnut","light cool ivory with pink nose","extremely tall narrow oblong skull; very long large convex hooked nose with broad drooping tip; tiny widely spaced hooded brown eyes under sparse nearly absent eyebrows; hollow low cheeks; wide very thin asymmetric lips; tiny deeply receding chin; visibly protruding large ears","good muted blue fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","widow","neutral","widow_veil","provenance/raw/I046_old.png","d2d55f556a389390fe4f8373829eff02969343c3ebb0e223fb1576dd5938df14","provenance/references/0c51defb5d10-I046_old-r1-ref0.png","IDENTITY-PRESERVE completeportrait edit. ApplytargetchangesFIRST: Now70 clearlyELDERLY: whitegreyhair ifvisible, droopinglids/saggingjowls/loose neckskin/age spots. Read65-75at96px. EXPRESSION:neutralrelaxedmouth. REPLACE HEADWEAR:conservative widow veil in blue-grey or dark brown, not white and not obligatory pure black. . TARGETCLOTHING:good muted blue fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. HAIRCOLOR:silver-grey and white remnants of original dark chestnut. PreserveEXACT SAMEPERSON recognizable skull/nose/eye spacing/earshape/chin:extremely tall narrow oblong skull; very long large convex hooked nose with broad drooping tip; tiny widely spaced hooded brown eyes under sparse nearly absent eyebrows; hollow low cheeks; wide very thin asymmetric lips; tiny deeply receding chin; visibly protruding large ears. Keepleftorientation andthinbodytype, samehandpaintednaturalrealism, flatgreybrownbackground upperleftlight squarebustcrop. Anatomicalaging integrated throughfaceandneck, notdrawnwrinklemask. Adultmalehair continuousBLUNT BOB BELOW EARLOBES atjawangle unlessbald/tonsured. Miniver is softgreywhiteSQUIRREL noBLACKERMINEspots. Actuallydrawtargetheadwearnotoriginal ifdifferent. No mirror, text, panels, newactor.","06aeb9f99327315e7fead9ea5a5725d24741b8c6a799d24b0c5473915f837786"
"I047","young","I047_young","portraits/I047_young.png","f","24","merchant","wool dealer","average","right","copper red","light warm beige with copper freckles","long cylindrical skull and high flat forehead; large close-set blue eyes; tiny upturned button nose; full upper lip and narrow lower lip; cheek dimples at rest; very wide blunt chin; thin fan-shaped ears","good subdued plum fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring","married","neutral","barbette_fillet","provenance/raw/I047_young.png","df2db70e263857a950d501fe31e61e698b9fc749c8782672687c51f6e18ecb7a","provenance/references/c88d923aca2f-파일럿_36명_통과_기준.jpg","Paint one complete indivisible square bust portrait, Southern England circa1300, same natural hand-painted realism and fine skin/wool brush texture as approved reference sheet. Reference is STYLE and quality ONLY; invent a completely NEW person unlike ANY reference face, never copy skull/eyes/nose. Opaque plain low-saturation grey-brown background, soft upper-left light, eyes40-48%height, comfortable head margin, full upper chest and shoulders to bottomedge. Natural realistic anatomy, no caricature, no photo filter, no black outlines/text/frame. DISTINCT CRANIOFACIAL IDENTITY and body silhouette. Skin tone and bodyfat do not imply wealth, morality or virtue. Draw desired direction from scratch NEVER mirror. Clothing MUST visibly identify circa1300 class: fine saturated but restrained scarlet/deepblue/forestgreen and sizeable miniver/fox fur for gentry, good mutedblue/plum wool and fur for merchant, workaprons/tools for artisan, coarse faded repairedcloth for labour/poor. All costumes painted coherently with face, not layers. Female headwear per subject must be structurally accurate and varied, NOT generic whiteveil every time. Adult male hair with straight or softlywavy blunt bob reaching BELOW EARS circa1300, no modern cropped sides/crewcut (except specified tonsure or bald elder). Expression MUST follow subject, mild lifelike smiling/worry/sharpness where specified. ONE complete natural hand-painted bust of I047, a 24-year-old woman in southern England around 1300, wool dealer, genuinely facing image RIGHT in three-quarter view. Permanent unique anatomical identity: long cylindrical skull and high flat forehead; large close-set blue eyes; tiny upturned button nose; full upper lip and narrow lower lip; cheek dimples at rest; very wide blunt chin; thin fan-shaped ears. Build: ordinary medium neck and shoulders with moderate cheek tissue. Skin: light warm beige with copper freckles; no complexion or body moral/class symbolism. Hair: copper red. Age: youthful facial tissue and clear eyes, no deep mature wrinkles. Expression: quiet neutral relaxed mouth and alert eyes. Clothing must visibly communicate occupation and class: good subdued plum fine wool kirtle, visible soft modest fur collar less lavish than gentry, leather purse and decorated belt edge, folded wool sample or account parchment, prosperous practical tailoring. Headwear: conspicuous linen barbette chin strap and broad structured fillet, fine crespine net enclosing side hair, unmistakable circa-1300 fashionable headwear, no later horns. Across ages preserve this actual skull, nose, eye spacing, ear shape and chin asymmetry; do not substitute another actor. No modern fade, undercut, crew cut or makeup. Whole person painted together, no layers and no mirroring. Coherent upper-left light, flat muted grey-brown background, bust fills frame, eye line roughly 40–48 percent canvas height. Gentry colors visibly richer than labour cloth, never neon. Distinct realistic individual, no caricature or repeated pilot face.","3d3e8b247d30e04b0e27c431cb1264cf51e8aceafde096c6ff64de9e49daa678"
