"identity_id","stage","id","file","sex","age","class","occupation","role","prop","prop_group","body","direction","hair_color","skin_tone","features","clothing","marital_status","expression","headwear_type","source_file","source_sha256","reference_files","prompt","sha256"
"I075","mature","I075_mature","portraits/I075_mature.png","m","45","clerical","beadle","beadle 교구 잡역","none","none","thin","left","reddish brown with visible grey strands","pale beige with yellow undertone","long triangular skull with broad temples and tiny chin; low-set very large protruding ears; hooded blue eyes far apart; very broad flat short nose; delicate bow-shaped full upper lip; long philtrum and deeply hollow cheeks","plain dark brown wool service gown with narrow off-white linen neck opening, worn black shoulder cape, visibly modest parish servant not priest vestments","married","slight_smile","coif_cap","provenance/raw/I075_mature.png","34b9d5a4cd51d5cc2b5ec56accebe98f6330a8dfbcd5e11de651ce0616a0ffd1","provenance/references/ec4c55e86f1e-I075_mature-r1-ref0.png","Use case: identity-preserve. Input image is EXACT young identity to age, not merely style. Paint ONE complete finished bust of this SAME person at the requested age. Preserve distinctive skull silhouette, nose shape, eye spacing, chin, ears, skin family, direction, body build, costume quality, hand/prop positioning, brushwork, lighting and background. Mature MUST have noticeable midlife facial tissue/lines and partial grey, old MUST clearly have deeper wrinkles sagging and white-grey hair/beard. Follow requested changes of expression/headwear while remaining recognizable as this same person; not merely different hair. Keep 1300 England costume. Never add extra objects, no book unless explicitly assigned. No labels, no grid, no mirroring. ONE complete hand-painted natural realistic bust of I075, a 45-year-old man, southern England around 1300, role: beadle. Genuinely facing image LEFT in three-quarter view; paint this direction, never mirror. Permanent anatomical identity: long triangular skull with broad temples and tiny chin; low-set very large protruding ears; hooded blue eyes far apart; very broad flat short nose; delicate bow-shaped full upper lip; long philtrum and deeply hollow cheeks. Build: slender neck and narrow bony shoulders, lean tissue; skull size independent of build. Skin: pale beige with yellow undertone; never connect skin tone or body to class, morality or nationality. Hair: reddish brown with visible grey strands; natural blunt medieval bob reaching below both ears, no cropped modern sides; clean shaven. Age: Same person at forty-five: visible moderate crow feet, forehead creases and nasolabial folds, subtle greying and mature tissue; not merely a changed hat. Expression: clearly legible gentle closed-mouth smile, lifted mouth corners and softened eyes, not a broad grin. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: plain dark brown wool service gown with narrow off-white linen neck opening, worn black shoulder cape, visibly modest parish servant not priest vestments. Headwear: plain close linen coif beneath a low soft wool cap; male blunt medieval bob extending below ears. Prop staging, exactly: no handheld prop, hands relaxed out of frame; no book or scroll. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","e3057e541263a48ea7b61a93228358dbff959af6d7bae6df285c46275124dbe0"
"I075","old","I075_old","portraits/I075_old.png","m","70","clerical","beadle","beadle 교구 잡역","none","none","thin","left","grey-white hair with remnants of reddish brown","pale beige with yellow undertone","long triangular skull with broad temples and tiny chin; low-set very large protruding ears; hooded blue eyes far apart; very broad flat short nose; delicate bow-shaped full upper lip; long philtrum and deeply hollow cheeks","plain dark brown wool service gown with narrow off-white linen neck opening, worn black shoulder cape, visibly modest parish servant not priest vestments","married","neutral","coif_cap","provenance/raw/I075_old.png","cf812a9d7a2e6934d53dbdf5355751e7b853b9b1ef5e79d593ba4bc9aba6a03f","provenance/references/ec4c55e86f1e-I075_old-r1-ref0.png","Use case: identity-preserve. Input image is EXACT young identity to age, not merely style. Paint ONE complete finished bust of this SAME person at the requested age. Preserve distinctive skull silhouette, nose shape, eye spacing, chin, ears, skin family, direction, body build, costume quality, hand/prop positioning, brushwork, lighting and background. Mature MUST have noticeable midlife facial tissue/lines and partial grey, old MUST clearly have deeper wrinkles sagging and white-grey hair/beard. Follow requested changes of expression/headwear while remaining recognizable as this same person; not merely different hair. Keep 1300 England costume. Never add extra objects, no book unless explicitly assigned. No labels, no grid, no mirroring. ONE complete hand-painted natural realistic bust of I075, a 70-year-old man, southern England around 1300, role: beadle. Genuinely facing image LEFT in three-quarter view; paint this direction, never mirror. Permanent anatomical identity: long triangular skull with broad temples and tiny chin; low-set very large protruding ears; hooded blue eyes far apart; very broad flat short nose; delicate bow-shaped full upper lip; long philtrum and deeply hollow cheeks. Build: slender neck and narrow bony shoulders, lean tissue; skull size independent of build. Skin: pale beige with yellow undertone; never connect skin tone or body to class, morality or nationality. Hair: grey-white hair with remnants of reddish brown; natural blunt medieval bob reaching below both ears, no cropped modern sides; clean shaven. Age: Same person at seventy: clearly visible deeper wrinkles, eyelid and cheek sag, age spots, grey-white thinning hair; preserve all distinctive skeletal landmarks. Expression: quiet neutral relaxed mouth and naturally alert eyes. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: plain dark brown wool service gown with narrow off-white linen neck opening, worn black shoulder cape, visibly modest parish servant not priest vestments. Headwear: plain close linen coif beneath a low soft wool cap; male blunt medieval bob extending below ears. Prop staging, exactly: no handheld prop, hands relaxed out of frame; no book or scroll. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","a441fe0e610f7c1ad27d02b195235af45fa8fa671bee6dc9c496072ee0d5b1c7"
"I076","young","I076_young","portraits/I076_young.png","m","24","merchant","wool_merchant_representative","청원하는 모직 상인 대표","book_scroll","book_scroll","average","right","black","warm light olive","very short low forehead and broad teardrop face; huge round hazel eyes beneath curved brows; tiny concave narrow nose with squared nostrils; unusually wide heavy lower lip and short upper lip; round off-centre chin; small attached ears","fine muted plum broadcloth cote, restrained narrow brown rabbit-fur collar, good dark blue mantle and neat bronze clasp, dignified commercial posture; visibly finer fabric than workers","married","neutral","felt_hat","provenance/raw/I076_young.png","5e1014cba7854f37aca0742176b7021e1a5bb78266421be603ce12f8bfef09f1","provenance/references/a9923bf154df-I076_young-before-r2.png","Use case: precise-object-edit. Preserve this exact man's identity, face, head, age, hair, beard, hat, pose direction, costume, fur, background, painted style and illumination unchanged. Change ONLY the small barely visible vertical book at lower-right: show a clearly readable SLIM CLOSED DARK BROWN LEATHER ACCOUNT BOOK tucked HORIZONTALLY under his left elbow across the lower-right third of the square. Its broad leather cover and thin cream page-block should both be visible, sized about one-third of portrait width. Keep it largely below chest, supported naturally under elbow; no additional object, no scroll, no text. Preserve full head and square bust composition.","2e3b9e53b5a5ad4abfb477ae0cea7ff35a37919db7fd32fdc4f7e12de0fc41d6"
"I076","mature","I076_mature","portraits/I076_mature.png","m","45","merchant","wool_merchant_representative","청원하는 모직 상인 대표","book_scroll","book_scroll","average","right","black with visible grey strands","warm light olive","very short low forehead and broad teardrop face; huge round hazel eyes beneath curved brows; tiny concave narrow nose with squared nostrils; unusually wide heavy lower lip and short upper lip; round off-centre chin; small attached ears","fine muted plum broadcloth cote, restrained narrow brown rabbit-fur collar, good dark blue mantle and neat bronze clasp, dignified commercial posture; visibly finer fabric than workers","married","tired_worried","felt_hat","provenance/raw/I076_mature.png","cd81549541b890aa45b0cbff52370c9179dc771a2dff769f7939bfab704cc3f0","provenance/references/2e3b9e53b5a5-I076_mature-r1-ref0.png","Use case: identity-preserve. Input image is EXACT young identity to age, not merely style. Paint ONE complete finished bust of this SAME person at the requested age. Preserve distinctive skull silhouette, nose shape, eye spacing, chin, ears, skin family, direction, body build, costume quality, hand/prop positioning, brushwork, lighting and background. Mature MUST have noticeable midlife facial tissue/lines and partial grey, old MUST clearly have deeper wrinkles sagging and white-grey hair/beard. Follow requested changes of expression/headwear while remaining recognizable as this same person; not merely different hair. Keep 1300 England costume. Never add extra objects, no book unless explicitly assigned. No labels, no grid, no mirroring. ONE complete hand-painted natural realistic bust of I076, a 45-year-old man, southern England around 1300, role: wool merchant representative. Genuinely facing image RIGHT in three-quarter view; paint this direction, never mirror. Permanent anatomical identity: very short low forehead and broad teardrop face; huge round hazel eyes beneath curved brows; tiny concave narrow nose with squared nostrils; unusually wide heavy lower lip and short upper lip; round off-centre chin; small attached ears. Build: ordinary medium neck and shoulders, moderate cheek tissue. Skin: warm light olive; never connect skin tone or body to class, morality or nationality. Hair: black with visible grey strands; natural blunt medieval bob reaching below both ears, no cropped modern sides; full neatly trimmed black beard. Age: Same person at forty-five: visible moderate crow feet, forehead creases and nasolabial folds, subtle greying and mature tissue; not merely a changed hat. Expression: clearly legible restrained concern or fatigue, knitted inner brows and weary softened mouth, no moral coding. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: fine muted plum broadcloth cote, restrained narrow brown rabbit-fur collar, good dark blue mantle and neat bronze clasp, dignified commercial posture; visibly finer fabric than workers. Headwear: low soft felt cap above natural blunt ear-below medieval bob, no modern cropped sides. Prop staging, exactly: one slim CLOSED dark leather account book tucked horizontally under the LEFT elbow at the bottom edge. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","edd37041461b2a0ea5854220df58393b82e980165e3ab9891f3bf2bb8d47cf54"
"I076","old","I076_old","portraits/I076_old.png","m","70","merchant","wool_merchant_representative","청원하는 모직 상인 대표","book_scroll","book_scroll","average","right","grey-white hair with remnants of black","warm light olive","very short low forehead and broad teardrop face; huge round hazel eyes beneath curved brows; tiny concave narrow nose with squared nostrils; unusually wide heavy lower lip and short upper lip; round off-centre chin; small attached ears","fine muted plum broadcloth cote, restrained narrow brown rabbit-fur collar, good dark blue mantle and neat bronze clasp, dignified commercial posture; visibly finer fabric than workers","married","neutral","felt_hat","provenance/raw/I076_old.png","688c68eb9f70bd2bc9f018a9bc868acb42f8d3993389a0cd529b53c4b43dadbf","provenance/references/2e3b9e53b5a5-I076_old-r1-ref0.png","Use case: identity-preserve. Input image is EXACT young identity to age, not merely style. Paint ONE complete finished bust of this SAME person at the requested age. Preserve distinctive skull silhouette, nose shape, eye spacing, chin, ears, skin family, direction, body build, costume quality, hand/prop positioning, brushwork, lighting and background. Mature MUST have noticeable midlife facial tissue/lines and partial grey, old MUST clearly have deeper wrinkles sagging and white-grey hair/beard. Follow requested changes of expression/headwear while remaining recognizable as this same person; not merely different hair. Keep 1300 England costume. Never add extra objects, no book unless explicitly assigned. No labels, no grid, no mirroring. ONE complete hand-painted natural realistic bust of I076, a 70-year-old man, southern England around 1300, role: wool merchant representative. Genuinely facing image RIGHT in three-quarter view; paint this direction, never mirror. Permanent anatomical identity: very short low forehead and broad teardrop face; huge round hazel eyes beneath curved brows; tiny concave narrow nose with squared nostrils; unusually wide heavy lower lip and short upper lip; round off-centre chin; small attached ears. Build: ordinary medium neck and shoulders, moderate cheek tissue. Skin: warm light olive; never connect skin tone or body to class, morality or nationality. Hair: grey-white hair with remnants of black; natural blunt medieval bob reaching below both ears, no cropped modern sides; full neatly trimmed black beard. Age: Same person at seventy: clearly visible deeper wrinkles, eyelid and cheek sag, age spots, grey-white thinning hair; preserve all distinctive skeletal landmarks. Expression: quiet neutral relaxed mouth and naturally alert eyes. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: fine muted plum broadcloth cote, restrained narrow brown rabbit-fur collar, good dark blue mantle and neat bronze clasp, dignified commercial posture; visibly finer fabric than workers. Headwear: low soft felt cap above natural blunt ear-below medieval bob, no modern cropped sides. Prop staging, exactly: one slim CLOSED dark leather account book tucked horizontally under the LEFT elbow at the bottom edge. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","e1be8de388c399a51e17854f353a7d789eef4f73da12126076fdb8e11bb402eb"
"I077","young","I077_young","portraits/I077_young.png","f","24","merchant","widow_merchant_representative","청원하는 과부 상인 대표","coin_purse","other","heavy","front","dark brown","cool rosy fair","long high narrow forehead above wide low cheeks; close-set small grey eyes; long narrow bridge spreading to very wide flat nostrils; tiny downturned thin lips; long broad chin with vertical groove; thick attached earlobes","well-tailored muted dark blue fine wool gown with small brown fur edging, plum mantle, compact bronze clasp, upright capable posture; dark practical merchant widow head covering","widowed","slight_smile","widow_veil","provenance/raw/I077_young.png","4b180ca272adea006e50ed245ad80686350c43a3387143e5285a906f6e949b13","provenance/references/5ab20f510948-style-1.jpg","Use case: historical-scene. Generate ONE complete square opaque painted game portrait, not a sheet, no text or border. Reference image is STYLE ONLY, never copy any existing face. Match natural grounded painterly realism of approved 1300 England portrait pool: subtle brush texture, credible human anatomy, soft upper-left daylight, flat muted grey-brown background. Head and upper torso with top margin, clothing shoulder silhouette and prescribed handheld object clearly visible at bottom. Distinct specific face, unglamorous individual, readable at 96px. Medieval England c1300 clothing accurately layered; miniver means grey-white squirrel fur WITHOUT black ermine tails. Men wear below-ear medieval bob hair, no modern haircut. Class reads from garment materials, fur, headwear and bearing, never skin/body. No extra book/scroll or random prop unless prescribed. No lettering, symbols, modern items, composited layers, mirroring. Subject: ONE complete hand-painted natural realistic bust of I077, a 24-year-old woman, southern England around 1300, role: widow merchant representative. Genuinely facing the viewer nearly front-on with natural slight asymmetry; no mirroring. Permanent anatomical identity: long high narrow forehead above wide low cheeks; close-set small grey eyes; long narrow bridge spreading to very wide flat nostrils; tiny downturned thin lips; long broad chin with vertical groove; thick attached earlobes. Build: full cheeks, substantial neck and broad fleshy shoulders, visibly heavier build; not caricature. Skin: cool rosy fair; never connect skin tone or body to class, morality or nationality. Hair: dark brown; natural female hair consistent with headwear. Age: A genuinely grown young adult with adult jaw, longer neck and adult shoulders, youthful firm skin without deep age wrinkles. Expression: clearly legible gentle closed-mouth smile, lifted mouth corners and softened eyes, not a broad grin. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: well-tailored muted dark blue fine wool gown with small brown fur edging, plum mantle, compact bronze clasp, upright capable posture; dark practical merchant widow head covering. Headwear: dark charcoal widow veil with narrow off-white temple band, not an all-white veil. Prop staging, exactly: a small ochre drawstring leather coin purse resting in the open RIGHT palm at lower right. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","13cc18978741fb21ac8249bbee29945250b235d89adebf10b72096a86c23e78b"
"I077","mature","I077_mature","portraits/I077_mature.png","f","45","merchant","widow_merchant_representative","청원하는 과부 상인 대표","coin_purse","other","heavy","front","dark brown with visible grey strands","cool rosy fair","long high narrow forehead above wide low cheeks; close-set small grey eyes; long narrow bridge spreading to very wide flat nostrils; tiny downturned thin lips; long broad chin with vertical groove; thick attached earlobes","well-tailored muted dark blue fine wool gown with small brown fur edging, plum mantle, compact bronze clasp, upright capable posture; dark practical merchant widow head covering","widowed","neutral","widow_veil","provenance/raw/I077_mature.png","83d1aaa17e5551927d56acb168f0145e2d2dcffc6f9addecd73b46817612a099","provenance/references/13cc18978741-I077_mature-r1-ref0.png","Use case: identity-preserve. The input portrait is this exact person's YOUNG stage. Paint a complete new square opaque portrait of THE SAME INDIVIDUAL at the specified older age, retaining unmistakable skull, nose shape, eye spacing, lips, ears, facial proportions, skin undertone, body build, head direction, lighting, flat grey-brown background, and painterly style. Preserve same prop accurately and no new objects. This is realistic aging, not a different actor or makeup mask. Mature45 must show visible forehead/crowfoot/nasolabial aging and grey strands; old70 needs obvious grey-white hair, age spots, eyelid/cheek sag and deeper natural wrinkles while preserving skeleton. Requested stage headwear and expression may change. Single completed portrait, no collage/text. Detailed target: ONE complete hand-painted natural realistic bust of I077, a 45-year-old woman, southern England around 1300, role: widow merchant representative. Genuinely facing the viewer nearly front-on with natural slight asymmetry; no mirroring. Permanent anatomical identity: long high narrow forehead above wide low cheeks; close-set small grey eyes; long narrow bridge spreading to very wide flat nostrils; tiny downturned thin lips; long broad chin with vertical groove; thick attached earlobes. Build: full cheeks, substantial neck and broad fleshy shoulders, visibly heavier build; not caricature. Skin: cool rosy fair; never connect skin tone or body to class, morality or nationality. Hair: dark brown with visible grey strands; natural female hair consistent with headwear. Age: Same person at forty-five: visible moderate crow feet, forehead creases and nasolabial folds, subtle greying and mature tissue; not merely a changed hat. Expression: quiet neutral relaxed mouth and naturally alert eyes. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: well-tailored muted dark blue fine wool gown with small brown fur edging, plum mantle, compact bronze clasp, upright capable posture; dark practical merchant widow head covering. Headwear: dark charcoal widow veil with narrow off-white temple band, not an all-white veil. Prop staging, exactly: a small ochre drawstring leather coin purse resting in the open RIGHT palm at lower right. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","07d4394228d159804d330c8afe29d891a07f3b7052c84ee08257812c038e33fc"
"I077","old","I077_old","portraits/I077_old.png","f","70","merchant","widow_merchant_representative","청원하는 과부 상인 대표","coin_purse","other","heavy","front","grey-white hair with remnants of dark brown","cool rosy fair","long high narrow forehead above wide low cheeks; close-set small grey eyes; long narrow bridge spreading to very wide flat nostrils; tiny downturned thin lips; long broad chin with vertical groove; thick attached earlobes","well-tailored muted dark blue fine wool gown with small brown fur edging, plum mantle, compact bronze clasp, upright capable posture; dark practical merchant widow head covering","widowed","neutral","widow_veil","provenance/raw/I077_old.png","394076d1da9d00802ca9f5810c0b2af151501b1405e812a56fd3dc318daab1d2","provenance/references/13cc18978741-I077_old-r1-ref0.png","Use case: identity-preserve. The input portrait is this exact person's YOUNG stage. Paint a complete new square opaque portrait of THE SAME INDIVIDUAL at the specified older age, retaining unmistakable skull, nose shape, eye spacing, lips, ears, facial proportions, skin undertone, body build, head direction, lighting, flat grey-brown background, and painterly style. Preserve same prop accurately and no new objects. This is realistic aging, not a different actor or makeup mask. Mature45 must show visible forehead/crowfoot/nasolabial aging and grey strands; old70 needs obvious grey-white hair, age spots, eyelid/cheek sag and deeper natural wrinkles while preserving skeleton. Requested stage headwear and expression may change. Single completed portrait, no collage/text. Detailed target: ONE complete hand-painted natural realistic bust of I077, a 70-year-old woman, southern England around 1300, role: widow merchant representative. Genuinely facing the viewer nearly front-on with natural slight asymmetry; no mirroring. Permanent anatomical identity: long high narrow forehead above wide low cheeks; close-set small grey eyes; long narrow bridge spreading to very wide flat nostrils; tiny downturned thin lips; long broad chin with vertical groove; thick attached earlobes. Build: full cheeks, substantial neck and broad fleshy shoulders, visibly heavier build; not caricature. Skin: cool rosy fair; never connect skin tone or body to class, morality or nationality. Hair: grey-white hair with remnants of dark brown; natural female hair consistent with headwear. Age: Same person at seventy: clearly visible deeper wrinkles, eyelid and cheek sag, age spots, grey-white thinning hair; preserve all distinctive skeletal landmarks. Expression: quiet neutral relaxed mouth and naturally alert eyes. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: well-tailored muted dark blue fine wool gown with small brown fur edging, plum mantle, compact bronze clasp, upright capable posture; dark practical merchant widow head covering. Headwear: dark charcoal widow veil with narrow off-white temple band, not an all-white veil. Prop staging, exactly: a small ochre drawstring leather coin purse resting in the open RIGHT palm at lower right. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","d315822049ad01f43326125008d056fa31cfb370e2f3cee253e218b163f71a53"
"I078","young","I078_young","portraits/I078_young.png","m","24","merchant","lombard_wool_buyer","외지 양모 구매상·롬바르디아 상인","wool_sample","other","thin","left","dark chestnut","light warm peach","tall broad cranium tapering to a very narrow pointed jaw; widely spaced pale green eyes with deep under-eye hollows; large straight projecting nose with rounded hanging tip; very full asymmetrical lips; long pointed chin leaning left; small high curled ears","fine subdued moss-green wool cote with a narrow tawny fur edge, deep wine traveller mantle and elegant modest silver clasp; merchant quality, no national caricature or modern costume","married","tired_worried","hood","provenance/raw/I078_young.png","5b1d9d78ffb65ca22e56897578c0ad313a3f7c40cc060a4563905f3bab15bcdc","provenance/references/5ab20f510948-style-1.jpg","Use case: historical-scene. Generate ONE complete square opaque painted game portrait, not a sheet, no text or border. Reference image is STYLE ONLY, never copy any existing face. Match natural grounded painterly realism of approved 1300 England portrait pool: subtle brush texture, credible human anatomy, soft upper-left daylight, flat muted grey-brown background. Head and upper torso with top margin, clothing shoulder silhouette and prescribed handheld object clearly visible at bottom. Distinct specific face, unglamorous individual, readable at 96px. Medieval England c1300 clothing accurately layered; miniver means grey-white squirrel fur WITHOUT black ermine tails. Men wear below-ear medieval bob hair, no modern haircut. Class reads from garment materials, fur, headwear and bearing, never skin/body. No extra book/scroll or random prop unless prescribed. No lettering, symbols, modern items, composited layers, mirroring. Subject: ONE complete hand-painted natural realistic bust of I078, a 24-year-old man, southern England around 1300, role: lombard wool buyer. Genuinely facing image LEFT in three-quarter view; paint this direction, never mirror. Permanent anatomical identity: tall broad cranium tapering to a very narrow pointed jaw; widely spaced pale green eyes with deep under-eye hollows; large straight projecting nose with rounded hanging tip; very full asymmetrical lips; long pointed chin leaning left; small high curled ears. Build: slender neck and narrow bony shoulders, lean tissue; skull size independent of build. Skin: light warm peach; never connect skin tone or body to class, morality or nationality. Hair: dark chestnut; natural blunt medieval bob reaching below both ears, no cropped modern sides; fine dark moustache and short pointed beard. Age: A genuinely grown young adult with adult jaw, longer neck and adult shoulders, youthful firm skin without deep age wrinkles. Expression: clearly legible restrained concern or fatigue, knitted inner brows and weary softened mouth, no moral coding. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: fine subdued moss-green wool cote with a narrow tawny fur edge, deep wine traveller mantle and elegant modest silver clasp; merchant quality, no national caricature or modern costume. Headwear: early 1300 simple wool hood with shoulder cape, no later turban chaperon; male natural bob ends below ears. Prop staging, exactly: a loose fist-sized tuft of raw cream fleece held lightly in the RIGHT hand at lower centre. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","ea99b45fbae9714e0724334555375675f308520e0bd2c09b43511b3a6e0860b0"
"I078","mature","I078_mature","portraits/I078_mature.png","m","45","merchant","lombard_wool_buyer","외지 양모 구매상·롬바르디아 상인","wool_sample","other","thin","left","dark chestnut with visible grey strands","light warm peach","tall broad cranium tapering to a very narrow pointed jaw; widely spaced pale green eyes with deep under-eye hollows; large straight projecting nose with rounded hanging tip; very full asymmetrical lips; long pointed chin leaning left; small high curled ears","fine subdued moss-green wool cote with a narrow tawny fur edge, deep wine traveller mantle and elegant modest silver clasp; merchant quality, no national caricature or modern costume","married","neutral","hood","provenance/raw/I078_mature.png","ede9477cbaeee760e298db4e4f32f2be80087cb81575a03adf88ac1600a201c6","provenance/references/ea99b45fbae9-I078_mature-r1-ref0.png","Use case: identity-preserve. The input portrait is this exact person's YOUNG stage. Paint a complete new square opaque portrait of THE SAME INDIVIDUAL at the specified older age, retaining unmistakable skull, nose shape, eye spacing, lips, ears, facial proportions, skin undertone, body build, head direction, lighting, flat grey-brown background, and painterly style. Preserve same prop accurately and no new objects. This is realistic aging, not a different actor or makeup mask. Mature45 must show visible forehead/crowfoot/nasolabial aging and grey strands; old70 needs obvious grey-white hair, age spots, eyelid/cheek sag and deeper natural wrinkles while preserving skeleton. Requested stage headwear and expression may change. Single completed portrait, no collage/text. Detailed target: ONE complete hand-painted natural realistic bust of I078, a 45-year-old man, southern England around 1300, role: lombard wool buyer. Genuinely facing image LEFT in three-quarter view; paint this direction, never mirror. Permanent anatomical identity: tall broad cranium tapering to a very narrow pointed jaw; widely spaced pale green eyes with deep under-eye hollows; large straight projecting nose with rounded hanging tip; very full asymmetrical lips; long pointed chin leaning left; small high curled ears. Build: slender neck and narrow bony shoulders, lean tissue; skull size independent of build. Skin: light warm peach; never connect skin tone or body to class, morality or nationality. Hair: dark chestnut with visible grey strands; natural blunt medieval bob reaching below both ears, no cropped modern sides; fine dark moustache and short pointed beard. Age: Same person at forty-five: visible moderate crow feet, forehead creases and nasolabial folds, subtle greying and mature tissue; not merely a changed hat. Expression: quiet neutral relaxed mouth and naturally alert eyes. Class must read from costume texture, cut, fur, headwear and posture even if the prop is hidden: fine subdued moss-green wool cote with a narrow tawny fur edge, deep wine traveller mantle and elegant modest silver clasp; merchant quality, no national caricature or modern costume. Headwear: early 1300 simple wool hood with shoulder cape, no later turban chaperon; male natural bob ends below ears. Prop staging, exactly: a loose fist-sized tuft of raw cream fleece held lightly in the RIGHT hand at lower centre. ABSOLUTELY NO BOOK, SCROLL, DOCUMENT OR PAPER. Do not add extra generic props. Preserve this same unique skull, nose, eyes, lips, ears and chin across ages; adult growth follows child landmarks. Whole completed person painted together, no assembled layers. Bust fills square with headwear fully inside frame and enough lower torso for the stated object, upper-left soft light, opaque flat muted grey-brown background. Painterly realism matching approved pilot, natural individualized face, not caricature, no modern haircuts or fantasy clothing.","11f34bb6d531bcaf00ea2c4594d9442f87277441531b5e4b0770d5f65a09cfb3"
