"asset_id","status","file","width","height","group","scene_description","characters","history_notes","sha256","generation_records","processing","readability","accepted","qa"
"event_market_town","candidate","assets/events/event_market_town.png","960","540","events","목책 안에서 빵·곡물·천을 거래하는 붐비는 장날","상인·주민·짐 나르는 사람들","1300–1318 잉글랜드 남부 시장도시. 소박한 양모·리넨, 초가·목골조·회칠 및 낮은 돌 기단. 문 표식·홉·관·흑사병·원색·주택 굴뚝·푸른 유리·글자 없음. ","debeee7762e3c334f2771c0a36737eac1e5933fe07fd44733c85dee3aee339fc","[{""tool"":""builtin image_gen"",""prompt"":""Create one finished landscape 16:9 game event illustration, full-bleed with no framing, preferably 1536x864 or 1920x1080, for a 960x540 card. Hand-painted muted gouache/oil illustration matching the attached project's village keyart: visible fine painterly texture, believable medieval faces and anatomy, subdued ochres, browns, moss greens, grey skies; not photorealistic, not vector, not cartoon, not cinematic fantasy. Southern English market town circa 1300–1318. Keep scene legible at thumbnail. Attached title village is palette/architecture reference, P05/P13 face painting references only. Absolutely NO writing, letters, numbers, pseudo-writing, labels, border, modern objects, painted marks or X on doors, hops, coffins, plague, primary saturated colors, chimney stacks on homes, blue reflective glass. Blank parchment is blank, not filled with squiggles. A thriving weekly market in a newly established small English market town. Full lively but readable street-level wide scene: a few canvas awnings and oak stalls with baskets of bread, grain sacks, cloth rolls; townspeople bargaining, walking with baskets; one cart, mostly adults in muted wool/linen. A distinct continuous timber PALISADE with timber gate visible across mid-background behind the market. Thatch and warm limewashed timber-frame buildings. Gentle sunlight after rain, bustle and civic optimism without festival banners. No written signs, no hops, no chimneys, no modern produce or vivid colors."",""rawFile"":""raw/events-late/event_market_town.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1672,""height"":941}}]","{""operation"":""Sharp Lanczos resize cover to 960x540; preserve aspect ratio, no stretch; ensure RGBA"",""selectedRaw"":""raw/events-late/event_market_town.png""}","""pass at 480x270; primary action clearly distinguishable without text""","pending user review","{""reviewed"":true,""readability"":""pass at 480x270; primary action clearly distinguishable without text"",""history"":""visible forbidden elements absent"",""limitations"":""장날은 읽히며 법적 선포의 정확한 시점은 그림만으로 전달되지 않음.""}"
"event_famine_omen","candidate","assets/events/event_famine_omen.png","960","540","events","계속되는 비와 물에 잠긴 밀밭 옆 교회 앞 기도 행렬","성직자·행렬 주민들","1300–1318 잉글랜드 남부 시장도시. 소박한 양모·리넨, 초가·목골조·회칠 및 낮은 돌 기단. 문 표식·홉·관·흑사병·원색·주택 굴뚝·푸른 유리·글자 없음. 기근의 비·흉작을 표현하며 흑사병 장면이 아님.","d496eaa0ddbeaf19c802125bd3746e5b7e4554e051749aea01794416a913029c","[{""tool"":""builtin image_gen"",""prompt"":""Create one finished landscape 16:9 game event illustration, full-bleed with no framing, preferably 1536x864 or 1920x1080, for a 960x540 card. Hand-painted muted gouache/oil illustration matching the attached project's village keyart: visible fine painterly texture, believable medieval faces and anatomy, subdued ochres, browns, moss greens, grey skies; not photorealistic, not vector, not cartoon, not cinematic fantasy. Southern English market town circa 1300–1318. Keep scene legible at thumbnail. Attached title village is palette/architecture reference, P05/P13 face painting references only. Absolutely NO writing, letters, numbers, pseudo-writing, labels, border, modern objects, painted marks or X on doors, hops, coffins, plague, primary saturated colors, chimney stacks on homes, blue reflective glass. Blank parchment is blank, not filled with squiggles. Omen of famine, second persistently wet summer. Under clearly falling long rain and a heavy grey sky, a solemn prayer procession emerges in front of a small stone parish church, clergy in simple off-white vestments and townspeople in soaked muted cloaks. A simple wooden processional cross leads them. Foreground edge shows waterlogged flattened WHEAT field and puddles, distant low fields submerged. Faces anxious, tired, restrained. This is weather-driven food anxiety, NOT plague: no dead people, no coffins, no illness marks, no masks, no flagellants. Church architecture early14th-century English modest parish, no grand cathedral."",""rawFile"":""raw/events-late/event_famine_omen.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1672,""height"":941}}]","{""operation"":""Sharp Lanczos resize cover to 960x540; preserve aspect ratio, no stretch; ensure RGBA"",""selectedRaw"":""raw/events-late/event_famine_omen.png""}","""pass at 480x270; primary action clearly distinguishable without text""","pending user review","{""reviewed"":true,""readability"":""pass at 480x270; primary action clearly distinguishable without text"",""history"":""visible forbidden elements absent"",""limitations"":""그림만으로 두 번째 해라는 시간 순서는 알 수 없음. 지속되는 비와 기도·흉작은 읽힘.""}"
"decision_famine_intro","candidate","assets/decisions/decision_famine_intro.png","640","480","decisions","텅 빈 시장 진열대와 빈 그릇을 든 가족. 대기근 도래.","빈 그릇을 든 어머니, 아이 둘, 근심하는 주민 둘","1300–1318 잉글랜드 남부. 목골조·회칠·초가·평기와, 소박한 양모 옷과 코이프. 문 표식·홉·관·흑사병·원색·현대 물품 없음. 실존 인물 재현 아님.","649ff52f22c3ad88f785cf79c4b81af074246cc4c187969f173e84176ae86995","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create one standalone 4:3 landscape hand-painted illustration for a medieval strategy game decision card, entire canvas one scene, no border, no text area. Southern England market town circa 1315 within 1300–1318. Match attached town keyart muted tempera/gouache painterly surfaces, subtle brushwork and believable human faces as in attached portraits (portraits are style only, not obligatory identities). Weathered oak timber framing, warm limewashed infill, low rubble plinths, thatch or muted flat clay rooftiles; humble wool tunics, coifs, hoods in subdued brown, gray, dirty cream, moss green, faded ochre. Natural human proportions, no caricature. NO text, letters, numbers, pseudo-writing, symbols on doors, white door crosses, hops, coffins, plague imagery, bright primary colors, firearms, modern objects, house chimneys, blue glass, fantasy elements, parchment borders or split panels. Avoid crosses even in incidental cloth or door decoration. Composition must remain legible at 320x240. Great famine has arrived: a desolate muddy open-air market with abandoned EMPTY display tables and almost empty grain bowls prominent in foreground. A thin weary family and two townspeople in worn clothes stare at the empty stalls with concern, a mother holds a small empty bowl; restrained realistic faces, not skeletal or grotesque. Gray overcast sky, distant humble houses. The visual focus is absence of food, a market gone quiet. No busy trading, carts of goods or officials."",""rawFile"":""raw/decisions/decision_famine_intro.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}},{""tool"":""builtin image_gen"",""prompt"":""Edit this supplied medieval famine market illustration only to remove every house chimney. Specifically remove the stone vertical chimney on the reddish tiled roof near upper right, replacing with uninterrupted sloping roof tiles and matching sky behind. Keep church tower unchanged. Preserve all people, faces, hands, empty market bowls, tables, architecture, lighting, muted painted texture, composition and image aspect ratio. No other change, no text or marks."",""rawFile"":""raw/decisions/decision_famine_intro-v2.png"",""referenceImages"":[""raw/decisions/decision_famine_intro.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}}]","{""tool"":""sharp"",""operation"":""resize cover centre to 640x480; preserve aspect ratio; ensure RGBA PNG"",""selectedRaw"":""raw/decisions/decision_famine_intro-v2.png"",""contentEdit"":""Imagegen v2 removed erroneous house chimney, rejected v1 retained.""}","{}","pending user review","{""selfVisualReview"":""pass"",""text"":""No visible text or numerals"",""sceneReadability"":""식량 부족은 명확하지만 기근 연도와 원인은 그림만으로 특정할 수 없다."",""history"":""No listed prohibited motif observed in selected image"",""status"":""candidate; user review pending""}"
"decision_relief","candidate","assets/decisions/decision_relief.png","640","480","decisions","열린 곡창에서 가솔이 기다리는 주민에게 빵을 건넨다.","영주 가솔 둘, 어머니와 아이, 기다리는 주민","1300–1318 잉글랜드 남부. 목골조·회칠·초가·평기와, 소박한 양모 옷과 코이프. 문 표식·홉·관·흑사병·원색·현대 물품 없음. 실존 인물 재현 아님.","59285be48b0bb26fe736fb601b0b501eeb450336e9f70dacf483b8ab4e17b9a6","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create one standalone 4:3 landscape hand-painted illustration for a medieval strategy game decision card, entire canvas one scene, no border, no text area. Southern England market town circa 1315 within 1300–1318. Match attached town keyart muted tempera/gouache painterly surfaces, subtle brushwork and believable human faces as in attached portraits (portraits are style only, not obligatory identities). Weathered oak timber framing, warm limewashed infill, low rubble plinths, thatch or muted flat clay rooftiles; humble wool tunics, coifs, hoods in subdued brown, gray, dirty cream, moss green, faded ochre. Natural human proportions, no caricature. NO text, letters, numbers, pseudo-writing, symbols on doors, white door crosses, hops, coffins, plague imagery, bright primary colors, firearms, modern objects, house chimneys, blue glass, fantasy elements, parchment borders or split panels. Avoid crosses even in incidental cloth or door decoration. Composition must remain legible at 320x240. Relief: in front of an OPEN granary, a well-kept lord household steward in muted ochre tunic with a plain leather belt and a second household servant distribute clearly recognizable round rustic brown BREAD loaves by hand from a large basket to a waiting poor mother and child. Bread passes between open hands as the focal action. Behind servants open oak doors reveal stored grain sacks, orderly queue of only 3 more townspeople. Gentle daylight. Visually unmistakable food aid, with giver and recipients different clothing quality. No coins, written records, sales counter."",""rawFile"":""raw/decisions/decision_relief.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}}]","{""tool"":""sharp"",""operation"":""resize cover centre to 640x480; preserve aspect ratio; ensure RGBA PNG"",""selectedRaw"":""raw/decisions/decision_relief.png"",""contentEdit"":""none""}","{}","pending user review","{""selfVisualReview"":""pass"",""text"":""No visible text or numerals"",""sceneReadability"":""식량 구휼은 명확하다. 가솔의 정확한 소속은 문맥이 필요하다."",""history"":""No listed prohibited motif observed in selected image"",""status"":""candidate; user review pending""}"
"decision_price_control","candidate","assets/decisions/decision_price_control.png","640","480","decisions","관리의 제지 손짓과 빵·저울·동전 앞에서 항의하는 상인.","관리, 항의하는 빵 상인, 빈 바구니를 든 구매자","1300–1318 잉글랜드 남부. 목골조·회칠·초가·평기와, 소박한 양모 옷과 코이프. 문 표식·홉·관·흑사병·원색·현대 물품 없음. 실존 인물 재현 아님.","82e109ff130dd84e37f63681467843eab834669b7ba60bf2c70dc882745b14ce","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create one standalone 4:3 landscape hand-painted illustration for a medieval strategy game decision card, entire canvas one scene, no border, no text area. Southern England market town circa 1315 within 1300–1318. Match attached town keyart muted tempera/gouache painterly surfaces, subtle brushwork and believable human faces as in attached portraits (portraits are style only, not obligatory identities). Weathered oak timber framing, warm limewashed infill, low rubble plinths, thatch or muted flat clay rooftiles; humble wool tunics, coifs, hoods in subdued brown, gray, dirty cream, moss green, faded ochre. Natural human proportions, no caricature. NO text, letters, numbers, pseudo-writing, symbols on doors, white door crosses, hops, coffins, plague imagery, bright primary colors, firearms, modern objects, house chimneys, blue glass, fantasy elements, parchment borders or split panels. Avoid crosses even in incidental cloth or door decoration. Composition must remain legible at 320x240. Market price control: an upright municipal official in clean muted gray-blue wool speaks firmly with raised open palm, his other hand indicating a small group of plain SILVER coins beside bread and a simple beam BALANCE SCALE on a market table. The bread seller opposite visibly disagrees through restrained furrowed brow and spread hands. A buyer with an empty basket waits, watching the dispute. One stall close composition, official physically intervenes in the transaction. No written signs, no documents, no coin inscriptions visible, no flags. The scale and bread and official-versus-seller gestures clearly legible."",""rawFile"":""raw/decisions/decision_price_control.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}}]","{""tool"":""sharp"",""operation"":""resize cover centre to 640x480; preserve aspect ratio; ensure RGBA PNG"",""selectedRaw"":""raw/decisions/decision_price_control.png"",""contentEdit"":""none""}","{}","pending user review","{""selfVisualReview"":""pass"",""text"":""No visible text or numerals"",""sceneReadability"":""거래에 개입하는 관리와 분쟁은 읽힌다. 가격 상한의 제도적 뜻은 그림만으로 확정할 수 없다."",""history"":""No listed prohibited motif observed in selected image"",""status"":""candidate; user review pending""}"
"decision_laissez_faire","candidate","assets/decisions/decision_laissez_faire.png","640","480","decisions","빗장으로 닫힌 곡창 문 앞에서 기다리는 주민.","문 앞 노동자, 어머니와 아이, 앉은 노인","1300–1318 잉글랜드 남부. 목골조·회칠·초가·평기와, 소박한 양모 옷과 코이프. 문 표식·홉·관·흑사병·원색·현대 물품 없음. 실존 인물 재현 아님.","d93561032ec9e73c29af1235725daac68f4de3d81dfd8180165cc36cef1b2c1f","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create one standalone 4:3 landscape hand-painted illustration for a medieval strategy game decision card, entire canvas one scene, no border, no text area. Southern England market town circa 1315 within 1300–1318. Match attached town keyart muted tempera/gouache painterly surfaces, subtle brushwork and believable human faces as in attached portraits (portraits are style only, not obligatory identities). Weathered oak timber framing, warm limewashed infill, low rubble plinths, thatch or muted flat clay rooftiles; humble wool tunics, coifs, hoods in subdued brown, gray, dirty cream, moss green, faded ochre. Natural human proportions, no caricature. NO text, letters, numbers, pseudo-writing, symbols on doors, white door crosses, hops, coffins, plague imagery, bright primary colors, firearms, modern objects, house chimneys, blue glass, fantasy elements, parchment borders or split panels. Avoid crosses even in incidental cloth or door decoration. Composition must remain legible at 320x240. Refusal to intervene: CLOSED massive oak granary double doors dominate center and upper half, plainly shut with strong iron latch and thick horizontal timber bar. Outside in the foreground a small weary hungry crowd waits: mother with empty basket, seated elderly man, standing laborer with open pleading hand toward closed door. No servant, no food distribution, no violence. The closed barrier and waiting people are the unambiguous subject. Solid plain vertical planks with horizontal bar, absolutely no X braces, white marks, symbols, letters or decoration. Cool quiet overcast light, restraint."",""rawFile"":""raw/decisions/decision_laissez_faire.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}}]","{""tool"":""sharp"",""operation"":""resize cover centre to 640x480; preserve aspect ratio; ensure RGBA PNG"",""selectedRaw"":""raw/decisions/decision_laissez_faire.png"",""contentEdit"":""none""}","{}","pending user review","{""selfVisualReview"":""pass"",""text"":""No visible text or numerals"",""sceneReadability"":""닫힌 곡창과 주민의 기다림은 명확하다. 비축 고갈과 의도적 방관은 그림만으로 확정 구별할 수 없다."",""history"":""No listed prohibited motif observed in selected image"",""status"":""candidate; user review pending""}"
"decision_speculation","candidate","assets/decisions/decision_speculation.png","640","480","decisions","빈 시장 진열대 옆 주민을 두고 곡물 자루를 수레에 싣고 동전을 주고받는다.","상인, 짐꾼 둘, 빈 바구니를 든 주민","1300–1318 잉글랜드 남부. 목골조·회칠·초가·평기와, 소박한 양모 옷과 코이프. 문 표식·홉·관·흑사병·원색·현대 물품 없음. 실존 인물 재현 아님.","39906ee47be89cca9d335e910e0833ff84c40a7aba629ab2d0a7b75a8ee4f27c","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create one standalone 4:3 landscape hand-painted illustration for a medieval strategy game decision card, entire canvas one scene, no border, no text area. Southern England market town circa 1315 within 1300–1318. Match attached town keyart muted tempera/gouache painterly surfaces, subtle brushwork and believable human faces as in attached portraits (portraits are style only, not obligatory identities). Weathered oak timber framing, warm limewashed infill, low rubble plinths, thatch or muted flat clay rooftiles; humble wool tunics, coifs, hoods in subdued brown, gray, dirty cream, moss green, faded ochre. Natural human proportions, no caricature. NO text, letters, numbers, pseudo-writing, symbols on doors, white door crosses, hops, coffins, plague imagery, bright primary colors, firearms, modern objects, house chimneys, blue glass, fantasy elements, parchment borders or split panels. Avoid crosses even in incidental cloth or door decoration. Composition must remain legible at 320x240. Grain being removed for private profit during scarcity: a prosperous but not cartoonishly villainous merchant at the edge of the market supervises two laborers loading MANY bulging burlap grain sacks onto an oak TWO-WHEEL CART whose shafts point OUT toward the town road on the right. One opened sack shows golden grain. Merchant discreetly receives a few plain silver coins in one hand. At left a hungry woman with empty basket watches from beside an entirely EMPTY market display table, separated from the loaded cart. Strong diagonal flow of sack being hoisted onto outward cart. Muted rainy light, no text or marks on sacks, no four-wheel wagon, no horses necessary."",""rawFile"":""raw/decisions/decision_speculation.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png"",""references/P13.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}},{""tool"":""builtin image_gen"",""prompt"":""Targeted edit only: remove every HOUSE CHIMNEY from the supplied medieval grain cart scene. Specifically at image relative x29%, y7% there is a short gray stone chimney projecting above the reddish tiled roof LEFT of the church. Replace this small projection with matching sky/foliage and continuous pitched roof tiles. Keep church bell tower (x43%) and its small cross intact. Inspect all other roofs and remove any chimney projection. Preserve every person, face, sack, coin, cart, grain, market table, architecture other than chimneys, muted painting texture, lighting, 4:3 composition. No lettering or symbols added. This is one same picture with chimney removed, not a new composition."",""rawFile"":""raw/decisions/decision_speculation-v2.png"",""referenceImages"":[""raw/decisions/decision_speculation.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1448,""height"":1086}}]","{""tool"":""sharp"",""operation"":""resize cover centre to 640x480; preserve aspect ratio; ensure RGBA PNG"",""selectedRaw"":""raw/decisions/decision_speculation-v2.png"",""contentEdit"":""Independent reviewer found small house chimney missed in first contact review; builtin imagegen v2 removes it, v1 preserved.""}","{}","pending user review","{""selfVisualReview"":""pass"",""text"":""No visible text or numerals"",""sceneReadability"":""곡물 반출과 대가 지급은 읽힌다. 투기 의도와 정상 매매는 그림만으로 확정 구별할 수 없다."",""history"":""No listed prohibited motif observed in selected image"",""status"":""candidate; user review pending""}"
"chronicle_settlement","candidate","assets/chronicle/chronicle_settlement.png","384","384","chronicle","정착: 초가 오두막과 새 우물 주변의 세 정착민","세 정착민","잉글랜드 남부 1300–1318. 초가·목골조·천연 저채도 의복. 문 표식·홉·관·흑사병·현대물 없음. ","608ca8889bbfd37ceb40eff9b22050edb2d9ed0eb5bba44eb981d723047c8efd","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create ONE square, full bleed chronicle illustration, designed for final 384x384 and readable at192x192. Project reference images are style only: match their low-chroma hand-painted gouache/oil medieval game keyart and restrained natural faces. Add just a slight English illuminated-manuscript flattened storytelling quality, NOT a literal manuscript page. No decorative frame, no border, no margin ornaments. Southern England 1300-1318. Palette muted earth, warm chalk, weathered oak, dull olive, gray wool; painterly material texture and clear simple silhouettes. Absolutely NO letters, numbers, symbols of writing, labels, watermarks, painted door marks or X marks, hops, coffins, plague, bright primary colors, modern objects, chimneys, blue glass. Plain unmarked doors. Limit scene to 2-4 people and a few key objects. A newly settled hamlet. One modest wattle-and-daub thatched hut on the left, a simple stone well with wooden beam and bucket prominent on the right. A family of three arrives with a small handcart and rolled blanket. One adult draws water while the other and child approach. Quiet optimistic spring. Hut and well must dominate the scene."",""rawFile"":""raw/chronicle-early/chronicle_settlement.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""resize"":""Square source proportionally downsampled to384x384 using sharp Lanczos3; ensureAlpha; no painting modifications."",""sourceRaw"":""raw/chronicle-early/chronicle_settlement.png""}","{}","pending user review","{""status"":""candidate"",""sceneLegibility384"":""pass: principal action and objects readable without text"",""sceneLegibility192"":""pass: principal silhouette and action retained"",""historicalVisualInspection"":""No prohibited visible motifs found; not exhaustive scholarly certification"",""illuminationStrength"":""slight/weak: keyart painterly texture dominates; final stylistic acceptance remains user decision"",""notes"":""No corrective edit required""}"
"chronicle_first_plough","candidate","assets/chronicle/chronicle_first_plough.png","384","384","chronicle","첫 밭 갈기: 소가 끄는 쟁기와 새 고랑","농부 두 명","잉글랜드 남부 1300–1318. 초가·목골조·천연 저채도 의복. 문 표식·홉·관·흑사병·현대물 없음. ","330fc8bcfff4c1798e33f109fb4b5cf03560c10bd432568bb80d503956559110","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create ONE square, full bleed chronicle illustration, designed for final 384x384 and readable at192x192. Project reference images are style only: match their low-chroma hand-painted gouache/oil medieval game keyart and restrained natural faces. Add just a slight English illuminated-manuscript flattened storytelling quality, NOT a literal manuscript page. No decorative frame, no border, no margin ornaments. Southern England 1300-1318. Palette muted earth, warm chalk, weathered oak, dull olive, gray wool; painterly material texture and clear simple silhouettes. Absolutely NO letters, numbers, symbols of writing, labels, watermarks, painted door marks or X marks, hops, coffins, plague, bright primary colors, modern objects, chimneys, blue glass. Plain unmarked doors. Limit scene to 2-4 people and a few key objects. First ploughing. A pair of brown oxen in a wooden neck yoke pull a medieval wooden mouldboard plough through dark earth. One farmer behind grips the plough handles and another guides the oxen beside their heads. Three clear fresh curved furrows foreground, small thatched hut distance. Animals clearly cattle with horns, NOT horses. Strong diagonal storytelling with oxen, yoke, drawbeam, plough mechanically connected."",""rawFile"":""raw/chronicle-early/chronicle_first_plough.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""resize"":""Square source proportionally downsampled to384x384 using sharp Lanczos3; ensureAlpha; no painting modifications."",""sourceRaw"":""raw/chronicle-early/chronicle_first_plough.png""}","{}","pending user review","{""status"":""candidate"",""sceneLegibility384"":""pass: principal action and objects readable without text"",""sceneLegibility192"":""pass: principal silhouette and action retained"",""historicalVisualInspection"":""No prohibited visible motifs found; not exhaustive scholarly certification"",""illuminationStrength"":""slight/weak: keyart painterly texture dominates; final stylistic acceptance remains user decision"",""notes"":""No corrective edit required""}"
"chronicle_first_winter","candidate","assets/chronicle/chronicle_first_winter.png","384","384","chronicle","첫 겨울: 눈 내린 오두막 앞 곡물 자루","세 주민","잉글랜드 남부 1300–1318. 초가·목골조·천연 저채도 의복. 문 표식·홉·관·흑사병·현대물 없음. ","1bf6d42a0f86ff87bbb6867eee6cd7e62ac49ddbbbdd45f8b7c2dee71b310081","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create ONE square, full bleed chronicle illustration, designed for final 384x384 and readable at192x192. Project reference images are style only: match their low-chroma hand-painted gouache/oil medieval game keyart and restrained natural faces. Add just a slight English illuminated-manuscript flattened storytelling quality, NOT a literal manuscript page. No decorative frame, no border, no margin ornaments. Southern England 1300-1318. Palette muted earth, warm chalk, weathered oak, dull olive, gray wool; painterly material texture and clear simple silhouettes. Absolutely NO letters, numbers, symbols of writing, labels, watermarks, painted door marks or X marks, hops, coffins, plague, bright primary colors, modern objects, chimneys, blue glass. Plain unmarked doors. Limit scene to 2-4 people and a few key objects. First winter in a young village. Snow visibly covers most of two low thatch roofs and ground. Three villagers in dull wool cloaks gather outside a small timber granary: one counts a FEW remaining closed grain sacks by pointing, one carries a sack and a child clutches a blanket. Wooden shovel in snow. Cold pale sky, no writing. Winter snow and scarce provisions immediately readable."",""rawFile"":""raw/chronicle-early/chronicle_first_winter.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""resize"":""Square source proportionally downsampled to384x384 using sharp Lanczos3; ensureAlpha; no painting modifications."",""sourceRaw"":""raw/chronicle-early/chronicle_first_winter.png""}","{}","pending user review","{""status"":""candidate"",""sceneLegibility384"":""pass: principal action and objects readable without text"",""sceneLegibility192"":""pass: principal silhouette and action retained"",""historicalVisualInspection"":""No prohibited visible motifs found; not exhaustive scholarly certification"",""illuminationStrength"":""slight/weak: keyart painterly texture dominates; final stylistic acceptance remains user decision"",""notes"":""No corrective edit required""}"
"chronicle_first_mill","candidate","assets/chronicle/chronicle_first_mill.png","384","384","chronicle","첫 방앗간: 목제 기둥풍차와 밀 자루","방앗간 일꾼 두 명","잉글랜드 남부 1300–1318. 초가·목골조·천연 저채도 의복. 문 표식·홉·관·흑사병·현대물 없음. 중앙 목제 기둥과 버팀대의 기둥풍차, 4개 격자 날개, 물레방아 없음.","2b6c95d3a3eaf020d35461b033bed770cb404ebc8e8646f4b443609b5c0d2ce5","[{""tool"":""builtin image_gen"",""prompt"":""Use case: historical-scene. Create ONE square, full bleed chronicle illustration, designed for final 384x384 and readable at192x192. Project reference images are style only: match their low-chroma hand-painted gouache/oil medieval game keyart and restrained natural faces. Add just a slight English illuminated-manuscript flattened storytelling quality, NOT a literal manuscript page. No decorative frame, no border, no margin ornaments. Southern England 1300-1318. Palette muted earth, warm chalk, weathered oak, dull olive, gray wool; painterly material texture and clear simple silhouettes. Absolutely NO letters, numbers, symbols of writing, labels, watermarks, painted door marks or X marks, hops, coffins, plague, bright primary colors, modern objects, chimneys, blue glass. Plain unmarked doors. Limit scene to 2-4 people and a few key objects. First windmill: a medieval English TIMBER POST WINDMILL, exactly four large crossed wooden lattice sails, raised rectangular timber mill body pivoting on a clearly visible central stout wooden post and braced trestle, short steep pitched timber roof, small rear stair. No masonry tower, no Dutch cap mill, NO waterwheel or water machinery. Two workers with one wheat sack near base indicate first operation. Open field, tiny village behind. Mill silhouette dominates and full sails remain inside square."",""rawFile"":""raw/chronicle-early/chronicle_first_mill.png"",""referenceImages"":[""references/키아트_타이틀_화풍기준.jpg"",""references/P05.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}},{""tool"":""builtin image_gen"",""prompt"":""Edit this square illustration only to widen framing: zoom camera out about 18%, extend landscape and sky, keeping the entire timber postmill with all four sail tips fully inside the square with at least 6% empty sky above the top sail. Preserve the central wooden post trestle structure, raised box mill body, four lattice sails, two workers handling wheat sacks, hand-painted subdued historical English keyart style. No text, no border, no new objects, no chimney, no waterwheel. All four sail tips must be completely visible with breathing room."",""rawFile"":""raw/chronicle-early/chronicle_first_mill-v2.png"",""referenceImages"":[""raw/chronicle-early/chronicle_first_mill.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""resize"":""Square source proportionally downsampled to384x384 using sharp Lanczos3; ensureAlpha; no painting modifications."",""sourceRaw"":""raw/chronicle-early/chronicle_first_mill-v2.png""}","{}","pending user review","{""status"":""candidate"",""sceneLegibility384"":""pass: principal action and objects readable without text"",""sceneLegibility192"":""pass: principal silhouette and action retained"",""historicalVisualInspection"":""No prohibited visible motifs found; not exhaustive scholarly certification"",""illuminationStrength"":""slight/weak: keyart painterly texture dominates; final stylistic acceptance remains user decision"",""notes"":""v1 sail-tip crop corrected with builtin edit; full four tips visible in v2""}"
