suite,cell,row,column,portrait_px,status,finding_ids,notes
02-combinations,27,5,3,96,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
02-combinations,28,5,4,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,28,5,4,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,29,5,5,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
02-combinations,29,5,5,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
02-combinations,30,5,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,30,5,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,31,6,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,31,6,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,32,6,2,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,32,6,2,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,33,6,3,256,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
02-combinations,33,6,3,96,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
02-combinations,34,6,4,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,34,6,4,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,35,6,5,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
02-combinations,35,6,5,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
02-combinations,36,6,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
02-combinations,36,6,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,1,1,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,1,1,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,2,1,2,256,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,2,1,2,96,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,3,1,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,3,1,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,4,1,4,256,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,4,1,4,96,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,5,2,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,5,2,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,6,2,2,256,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,6,2,2,96,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,7,2,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,7,2,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
03-aging,8,2,4,256,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
03-aging,8,2,4,96,REVIEW_REQUIRED,R09,256px 주름이 표면에 그린 무늬처럼 보임; 96px 동일인 노화는 관찰 통과
04-random,1,1,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,1,1,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,2,1,2,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,2,1,2,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,3,1,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,3,1,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,4,1,4,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,4,1,4,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,5,1,5,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,5,1,5,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,6,1,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,6,1,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,7,1,7,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,7,1,7,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,8,1,8,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,8,1,8,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,9,2,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,9,2,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,10,2,2,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,10,2,2,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,11,2,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,11,2,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,12,2,4,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,12,2,4,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,13,2,5,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,13,2,5,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,14,2,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,14,2,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,15,2,7,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,15,2,7,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,16,2,8,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,16,2,8,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,17,3,1,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,17,3,1,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,18,3,2,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,18,3,2,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,19,3,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,19,3,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,20,3,4,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,20,3,4,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,21,3,5,256,REVIEW_REQUIRED,R09;R10,나이 overlay 표면 자연스러움 잔여 우려; 삭발 머리 고리 경계가 기하학적
04-random,21,3,5,96,REVIEW_REQUIRED,R09;R10,나이 overlay 표면 자연스러움 잔여 우려; 삭발 머리 고리 경계가 기하학적
04-random,22,3,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,22,3,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,23,3,7,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,23,3,7,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,24,3,8,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,24,3,8,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,25,4,1,256,REVIEW_REQUIRED,R08;R09,"앞머리와 눈 가장자리 접촉; 96px 식별 저하 우려, 알파 붕괴 확정 아님; 나이 overlay 표면 자연스러움 잔여 우려"
04-random,25,4,1,96,REVIEW_REQUIRED,R08;R09,"앞머리와 눈 가장자리 접촉; 96px 식별 저하 우려, 알파 붕괴 확정 아님; 나이 overlay 표면 자연스러움 잔여 우려"
04-random,26,4,2,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,26,4,2,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,27,4,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,27,4,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,28,4,4,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,28,4,4,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,29,4,5,256,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
04-random,29,4,5,96,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
04-random,30,4,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,30,4,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,31,4,7,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,31,4,7,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,32,4,8,256,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
04-random,32,4,8,96,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
04-random,33,5,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,33,5,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,34,5,2,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,34,5,2,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,35,5,3,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,35,5,3,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,36,5,4,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,36,5,4,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,37,5,5,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,37,5,5,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,38,5,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,38,5,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,39,5,7,256,REVIEW_REQUIRED,R10,삭발 머리 고리 경계가 기하학적
04-random,39,5,7,96,REVIEW_REQUIRED,R10,삭발 머리 고리 경계가 기하학적
04-random,40,5,8,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,40,5,8,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,41,6,1,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,41,6,1,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,42,6,2,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,42,6,2,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,43,6,3,256,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
04-random,43,6,3,96,REVIEW_REQUIRED,R07,아이 귀 아래 목-후드 사이 작은 배경 노출; 256/96 모두 잔존
04-random,44,6,4,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,44,6,4,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,45,6,5,256,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,45,6,5,96,REVIEW_REQUIRED,R09,나이 overlay 표면 자연스러움 잔여 우려
04-random,46,6,6,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,46,6,6,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,47,6,7,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,47,6,7,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,48,6,8,256,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
04-random,48,6,8,96,NO_OBVIOUS_DEFECT_OBSERVED,,육안 관찰 범위; 픽셀 전수 인증 아님
