"asset_id","status","file","width","height","group","description","history_notes","sha256","generation_records","processing","qa"
"reason_slope_rock","candidate","assets/reasons/reason_slope_rock.png","96","96","reasons","One angular gray rock ledge with a steep sloping face, chunky silhouette, visibly rising sharply on one side.","Southern England medieval material vocabulary; project P0 style reference only.","f9ab8d7175ee3f708b75baac4769e41dd8a1e0568812961d75a1b9496c17e86c","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: historical-scene. Make ONE transparent game UI icon, reason_slope_rock. Subject: One angular gray rock ledge with a steep sloping face, chunky silhouette, visibly rising sharply on one side. Style: match attached project UI P0 reference: hand-painted medieval miniature, muted earthy color, thin dark brown outline, restrained painted shading. Simple and bold enough to read at 24 pixels; no microdetail. Subject centered with a compact silhouette occupying about 78% of square canvas. True transparent background RGBA, no solid background, no checkerboard drawing, no contact shadow outside object. Output one square icon only, no text, letters, digits, frame or UI. No hammer, scroll, sealed document, pair of workers. Reference is style only; do not copy its subjects. Final deliverable will be 96x96px."",""rawFile"":""raw/reasons/reason_slope_rock.png"",""referenceImages"":[""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop, aspect-preserving Lanczos3 resize into centered 80x80 within transparent 96x96; original preserved.""","{""sourceWidth"":1254,""sourceHeight"":1254,""sourceTransparentPixels"":1065888,""alphaBounds"":[117,197,1146,1088],""alphaPreserved"":true,""visualReview"":""pass: inspected 24/32/48/96px contact sheet; distinct silhouettes and reserved motif avoidance"",""smallSizeNotes"":""Silhouette remains identifiable at 24px.""}"
"reason_wall_forbidden","candidate","assets/reasons/reason_wall_forbidden.png","96","96","reasons","A short three-stake medieval timber palisade fence with a dark crossed obstruction mark directly in front of its enclosed side. Fence is dominant, no shield, no document.","Southern England medieval material vocabulary; project P0 style reference only.","c1ccc2afd808db9d70bebf97f4c3114b497a4666f5daefc4894868f0693bdbb0","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: historical-scene. Make ONE transparent game UI icon, reason_wall_forbidden. Subject: A short three-stake medieval timber palisade fence with a dark crossed obstruction mark directly in front of its enclosed side. Fence is dominant, no shield, no document. Style: match attached project UI P0 reference: hand-painted medieval miniature, muted earthy color, thin dark brown outline, restrained painted shading. Simple and bold enough to read at 24 pixels; no microdetail. Subject centered with a compact silhouette occupying about 78% of square canvas. True transparent background RGBA, no solid background, no checkerboard drawing, no contact shadow outside object. Output one square icon only, no text, letters, digits, frame or UI. No hammer, scroll, sealed document, pair of workers. Reference is style only; do not copy its subjects. Final deliverable will be 96x96px."",""rawFile"":""raw/reasons/reason_wall_forbidden.png"",""referenceImages"":[""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop, aspect-preserving Lanczos3 resize into centered 80x80 within transparent 96x96; original preserved.""","{""sourceWidth"":1254,""sourceHeight"":1254,""sourceTransparentPixels"":979723,""alphaBounds"":[213,166,1039,1063],""alphaPreserved"":true,""visualReview"":""pass: inspected 24/32/48/96px contact sheet; distinct silhouettes and reserved motif avoidance"",""smallSizeNotes"":""Silhouette remains identifiable at 24px.""}"
"reason_zone_forbidden","candidate","assets/reasons/reason_zone_forbidden.png","96","96","reasons","Two adjacent flat land parcels, one muted olive and one ochre, shown as simple isometric diamond plots with a stout little boundary barrier between them. Strong separation boundary. No brush, no document, no scroll.","Southern England medieval material vocabulary; project P0 style reference only.","9c959c509af7e8d1774d7edbb4333998079169d0623b7d375086d33486a43aa2","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: historical-scene. Make ONE transparent game UI icon, reason_zone_forbidden. Subject: Two adjacent flat land parcels, one muted olive and one ochre, shown as simple isometric diamond plots with a stout little boundary barrier between them. Strong separation boundary. No brush, no document, no scroll. Style: match attached project UI P0 reference: hand-painted medieval miniature, muted earthy color, thin dark brown outline, restrained painted shading. Simple and bold enough to read at 24 pixels; no microdetail. Subject centered with a compact silhouette occupying about 78% of square canvas. True transparent background RGBA, no solid background, no checkerboard drawing, no contact shadow outside object. Output one square icon only, no text, letters, digits, frame or UI. No hammer, scroll, sealed document, pair of workers. Reference is style only; do not copy its subjects. Final deliverable will be 96x96px."",""rawFile"":""raw/reasons/reason_zone_forbidden.png"",""referenceImages"":[""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop, aspect-preserving Lanczos3 resize into centered 80x80 within transparent 96x96; original preserved.""","{""sourceWidth"":1254,""sourceHeight"":1254,""sourceTransparentPixels"":1179416,""alphaBounds"":[133,274,1121,1002],""alphaPreserved"":true,""visualReview"":""pass: inspected 24/32/48/96px contact sheet; distinct silhouettes and reserved motif avoidance"",""smallSizeNotes"":""Two plots and dividing barrier remain visible; exact restriction explained by reason chip.""}"
"reason_material_shortage","candidate","assets/reasons/reason_material_shortage.png","96","96","reasons","A single small medieval two-wheel wooden handcart with unmistakably EMPTY open cargo bed, visible bare interior floor. No cargo, no sacks, no people.","Southern England medieval material vocabulary; project P0 style reference only.","89065db518b7f3fdbaaaf17b5c9a27b8210ed240b62973a41f2bddead5e6735e","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: historical-scene. Make ONE transparent game UI icon, reason_material_shortage. Subject: A single small medieval two-wheel wooden handcart with unmistakably EMPTY open cargo bed, visible bare interior floor. No cargo, no sacks, no people. Style: match attached project UI P0 reference: hand-painted medieval miniature, muted earthy color, thin dark brown outline, restrained painted shading. Simple and bold enough to read at 24 pixels; no microdetail. Subject centered with a compact silhouette occupying about 78% of square canvas. True transparent background RGBA, no solid background, no checkerboard drawing, no contact shadow outside object. Output one square icon only, no text, letters, digits, frame or UI. No hammer, scroll, sealed document, pair of workers. Reference is style only; do not copy its subjects. Final deliverable will be 96x96px."",""rawFile"":""raw/reasons/reason_material_shortage.png"",""referenceImages"":[""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop, aspect-preserving Lanczos3 resize into centered 80x80 within transparent 96x96; original preserved.""","{""sourceWidth"":1254,""sourceHeight"":1254,""sourceTransparentPixels"":1187555,""alphaBounds"":[169,285,1090,994],""alphaPreserved"":true,""visualReview"":""pass: inspected 24/32/48/96px contact sheet; distinct silhouettes and reserved motif avoidance"",""smallSizeNotes"":""Silhouette remains identifiable at 24px.""}"
"pattern_ok","candidate","assets/patterns/pattern_ok.png","64","32","patterns","isolated circular dots","Original generated texture retained; exact periodic production geometry reconstructed from generated ink colour and brush grain to enforce tiling.","e4262411b60f1cb56067d16eef58f67f0f91392de5a8ba381832f5eb560df901","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Asset type: medieval hand-painted HUD overlay texture reference pattern_ok. Generate one transparent PNG. A light grid of isolated evenly spaced tiny circular dots, muted warm dark sepia ink. No connecting lines. Restrained miniature hand-painted gouache texture matching the supplied project icon reference, no perspective objects, thin linework, low saturation. Transparent empty space between marks. No lettering, labels, border, background fill, shadows, numbers, watermark, parchment sheet, hammer, scroll, seal, or figures. This texture is the sole source of ink colour and brush grain for a mathematically seamless production overlay; use clean sparse geometry filling most of canvas."",""rawFile"":""raw/patterns/pattern_ok-generated.png"",""referenceImages"":[""references/icon_layer_mode_sheet.png""],""model"":""not provided by tool"",""seed"":""not provided by tool"",""sourceImageDimensions"":{""width"":1536,""height"":1024}}]","{""method"":""Sharp RGBA raster assembly, no Python. Generated ink pixels provide colour and subtle periodic grain; exact analytical masks provide tile-safe geometry and transparency."",""alphaUsage"":""Transparent between ink marks and outside diamond. Draw with source-over or multiply over a separate coloured placement fill; do not replace alpha with opaque diamond fill."",""lattice"":""Isometric translation basis (32,16),(-32,16); screen-space texture period 8px; top vertex (32,0), right (64,16), bottom (32,32), left (0,16).""}","{""alphaMin"":0,""alphaMax"":165,""meanAlpha"":5.15625,""nonzeroPixels"":64,""inkRGB"":[90,71,41],""periodFailures"":0,""slopeErrors"":{""diagonalDown"":15.46875,""diagonalUp"":15.46875,""horizontal"":10.3125},""grayscaleShape"":""isolated circular dots"",""outsideDiamondAlphaZero"":true}"
"pattern_blocked_hatch","candidate","assets/patterns/pattern_blocked_hatch.png","64","32","patterns","one diagonal line family","Original generated texture retained; exact periodic production geometry reconstructed from generated ink colour and brush grain to enforce tiling.","bc593738f230d12cab565e40413b1967e1e404bb0542aaa085593d0949532554","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Asset type: medieval hand-painted HUD overlay texture reference pattern_blocked_hatch. Generate one transparent PNG. Thin 45-degree parallel diagonal hatching stripes, muted warm dark sepia ink. No cross hatch. Restrained miniature hand-painted gouache texture matching the supplied project icon reference, no perspective objects, thin linework, low saturation. Transparent empty space between marks. No lettering, labels, border, background fill, shadows, numbers, watermark, parchment sheet, hammer, scroll, seal, or figures. This texture is the sole source of ink colour and brush grain for a mathematically seamless production overlay; use clean sparse geometry filling most of canvas."",""rawFile"":""raw/patterns/pattern_blocked_hatch-generated.png"",""referenceImages"":[""references/icon_layer_mode_sheet.png""],""model"":""not provided by tool"",""seed"":""not provided by tool"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""method"":""Sharp RGBA raster assembly, no Python. Generated ink pixels provide colour and subtle periodic grain; exact analytical masks provide tile-safe geometry and transparency."",""alphaUsage"":""Transparent between ink marks and outside diamond. Draw with source-over or multiply over a separate coloured placement fill; do not replace alpha with opaque diamond fill."",""lattice"":""Isometric translation basis (32,16),(-32,16); screen-space texture period 8px; top vertex (32,0), right (64,16), bottom (32,32), left (0,16).""}","{""alphaMin"":0,""alphaMax"":225,""meanAlpha"":31.6875,""nonzeroPixels"":384,""inkRGB"":[106,75,46],""periodFailures"":0,""slopeErrors"":{""diagonalDown"":91.5,""diagonalUp"":0,""horizontal"":56.25},""grayscaleShape"":""one diagonal line family"",""outsideDiamondAlphaZero"":true}"
"pattern_blocked_cross","candidate","assets/patterns/pattern_blocked_cross.png","64","32","patterns","two crossing diagonal line families","Original generated texture retained; exact periodic production geometry reconstructed from generated ink colour and brush grain to enforce tiling.","853ca606b7edbdeec36c8d076dfcec79f49f75e6261541dd7a3bfb6ed560fea4","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Asset type: medieval hand-painted HUD overlay texture reference pattern_blocked_cross. Generate one transparent PNG. Thin intersecting diagonal cross-hatching stripes forming small diamond cells, muted warm dark sepia ink. Restrained miniature hand-painted gouache texture matching the supplied project icon reference, no perspective objects, thin linework, low saturation. Transparent empty space between marks. No lettering, labels, border, background fill, shadows, numbers, watermark, parchment sheet, hammer, scroll, seal, or figures. This texture is the sole source of ink colour and brush grain for a mathematically seamless production overlay; use clean sparse geometry filling most of canvas."",""rawFile"":""raw/patterns/pattern_blocked_cross-generated.png"",""referenceImages"":[""references/icon_layer_mode_sheet.png""],""model"":""not provided by tool"",""seed"":""not provided by tool"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""method"":""Sharp RGBA raster assembly, no Python. Generated ink pixels provide colour and subtle periodic grain; exact analytical masks provide tile-safe geometry and transparency."",""alphaUsage"":""Transparent between ink marks and outside diamond. Draw with source-over or multiply over a separate coloured placement fill; do not replace alpha with opaque diamond fill."",""lattice"":""Isometric translation basis (32,16),(-32,16); screen-space texture period 8px; top vertex (32,0), right (64,16), bottom (32,32), left (0,16).""}","{""alphaMin"":0,""alphaMax"":225,""meanAlpha"":41.8125,""nonzeroPixels"":640,""inkRGB"":[95,68,42],""periodFailures"":0,""slopeErrors"":{""diagonalDown"":60.8125,""diagonalUp"":60.8125,""horizontal"":75.25},""grayscaleShape"":""two crossing diagonal line families"",""outsideDiamondAlphaZero"":true}"
"pattern_service_range_edge","candidate","assets/patterns/pattern_service_range_edge.png","128","16","patterns","separated horizontal dashes","Original generated texture retained; exact periodic production geometry reconstructed from generated ink colour and brush grain to enforce tiling.","9bedd3699eecbe920ce30c1a3997945449fc466dd5ba32d29063ff44260693ab","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Asset type: medieval hand-painted HUD overlay texture reference pattern_service_range_edge. Generate one transparent PNG. One horizontal line of evenly spaced short rounded ink dashes, muted warm dark sepia ink. No other marks. Restrained miniature hand-painted gouache texture matching the supplied project icon reference, no perspective objects, thin linework, low saturation. Transparent empty space between marks. No lettering, labels, border, background fill, shadows, numbers, watermark, parchment sheet, hammer, scroll, seal, or figures. This texture is the sole source of ink colour and brush grain for a mathematically seamless production overlay; use clean sparse geometry filling most of canvas."",""rawFile"":""raw/patterns/pattern_service_range_edge-generated.png"",""referenceImages"":[""references/icon_layer_mode_sheet.png""],""model"":""not provided by tool"",""seed"":""not provided by tool"",""sourceImageDimensions"":{""width"":2172,""height"":724}}]","{""method"":""Sharp RGBA raster assembly, no Python. Generated ink pixels provide colour and subtle periodic grain; exact analytical masks provide tile-safe geometry and transparency."",""alphaUsage"":""Transparent between ink marks and outside diamond. Draw with source-over or multiply over a separate coloured placement fill; do not replace alpha with opaque diamond fill."",""lattice"":""Horizontal repeat (128,0), internal dash period 16px""}","{""alphaMin"":0,""alphaMax"":225,""meanAlpha"":14.0625,""nonzeroPixels"":128,""inkRGB"":[76,51,25],""periodFailures"":0,""slopeErrors"":{},""grayscaleShape"":""separated horizontal dashes"",""outsideDiamondAlphaZero"":true}"
"zone_brush","candidate","assets/zone/zone_brush.png","96","96","zone","One upright broad flat pigment paintbrush, very short plain wooden handle at top, broad muted sage pigment bristles pointing vertically down, and one short sage paint swash below. No straw, no earth, no hand, no angled brush. Tool of area painting.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","f6a40d2f9aeb7fcd7accbf92dc0d53a8725ad97e3961e423444e11687233a463","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One upright broad flat pigment paintbrush, very short plain wooden handle at top, broad muted sage pigment bristles pointing vertically down, and one short sage paint swash below. No straw, no earth, no hand, no angled brush. Tool of area painting."",""rawFile"":""raw/zone/zone_brush.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":6499,""opaquePixels"":218,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"zone_polygon","candidate","assets/zone/zone_polygon.png","96","96","zone","One irregular closed pentagonal polygon outline made from a warm ochre cord-like stroke with five large dark bronze circular vertex nodes. Transparent hollow center. Flat frontal graphic, unmistakable connected polygon, no background.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","dc1eae2f0505bb6b5d4c74da51b667d8daab24c957c674b4eaa43e6283d8b3ab","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One irregular closed pentagonal polygon outline made from a warm ochre cord-like stroke with five large dark bronze circular vertex nodes. Transparent hollow center. Flat frontal graphic, unmistakable connected polygon, no background."",""rawFile"":""raw/zone/zone_polygon.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":7214,""opaquePixels"":296,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"zone_erase","candidate","assets/zone/zone_erase.png","96","96","zone","Broad rigid triangular iron scraper with wood handle removing sage paint, leaving a clean transparent lane. No bristles.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input. Initial scraper resembled a paintbrush and was rejected; targeted builtin v2 edit replaces bristle-like blade with a broad rigid iron scraper and clean removed paint lane.","b25b53d3613f1bce5197e4b35cd0d0f53098d10d565478ab4336c986a9b845d0","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One small medieval wooden handled paint scraper with broad pale steel edge, diagonally lifting away one short muted sage paint swash. Only scraper and swash. Not a modern eraser. No chisel crossed with ruler."",""rawFile"":""raw/zone/zone_erase.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}},{""tool"":""image_gen.imagegen"",""prompt"":""Edit this single game icon to make it unmistakably an ERASING PAINT SCRAPER, NOT A PAINTBRUSH. Keep handpainted medieval muted warm UI P0 tone with thin brown outlines and genuinely transparent background. Replace the existing bristly paintbrush-like blade entirely with a broad, short, rigid triangular dark iron scraper blade with straight bright beveled bottom scraping edge and clearly visible solid dark metal face, attached to a stubby rounded wooden handle; tool seen diagonally from upper right toward lower left. NO HAIRS, NO BRISTLES, NO FLEXIBLE BRUSH, no soft pale blade. Beneath the blade show a muted sage paint patch with a broad clean transparent lane scraped through its middle; a tiny curled peel of paint sits at the scraping edge. The broad iron blade should be the dominant silhouette. Simple bold readable at 24px, just one isolated tool and one small partly removed paint patch, no text, no shadow, no frame, transparent RGBA square. Keep generous transparent margins. No hammer, scroll, document, workers."",""rawFile"":""raw/zone/zone_erase-v2.png"",""referenceImages"":[""raw/zone/zone_erase-v1-export.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":6875,""opaquePixels"":176,""status"":""candidate"",""visualReview"":""v2 broad straight iron blade distinct from brush; scraped clear lane visible. Reviewed 24/32/48px contact."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"zone_undo","candidate","assets/zone/zone_undo.png","96","96","zone","One single broad curved return arrow curling from right to left, arrowhead at upper LEFT points left. Warm parchment ivory fill, thin dark brown outline, tiny warm shading. A simple nearly semicircular open arc. No objects.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","bdf1c1c861525ca76d2b6c0c630b55a5a5ef2b248f951b850efc5f9f0d60bd5b","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One single broad curved return arrow curling from right to left, arrowhead at upper LEFT points left. Warm parchment ivory fill, thin dark brown outline, tiny warm shading. A simple nearly semicircular open arc. No objects."",""rawFile"":""raw/zone/zone_undo.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":6804,""opaquePixels"":207,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"zone_redo","candidate","assets/zone/zone_redo.png","96","96","zone","One single broad curved return arrow curling from left to right, arrowhead at upper RIGHT points right. Warm parchment ivory fill, thin dark brown outline, tiny warm shading. A simple nearly semicircular open arc. No objects.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","f3e5f681dc16d8c8c2a6f7e8b29f3a1f349ec0d986062516c3413d93346f0b96","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One single broad curved return arrow curling from left to right, arrowhead at upper RIGHT points right. Warm parchment ivory fill, thin dark brown outline, tiny warm shading. A simple nearly semicircular open arc. No objects."",""rawFile"":""raw/zone/zone_redo.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":6670,""opaquePixels"":191,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"zone_size_small","candidate","assets/zone/zone_size_small.png","96","96","zone","One small circular sage pigment brush stamp footprint, diameter only 32 percent of canvas width, centered, solid opaque muted sage interior with a few subtle bristle flecks at the circular edge and thin brown outline. Rest entirely transparent. No brush, no ring, no dots, no text.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","d79b9520fa076f0345c96c2f45e1057b56a3f2a4009f94535c0ac58f83477b76","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One small circular sage pigment brush stamp footprint, diameter only 32 percent of canvas width, centered, solid opaque muted sage interior with a few subtle bristle flecks at the circular edge and thin brown outline. Rest entirely transparent. No brush, no ring, no dots, no text."",""rawFile"":""raw/zone/zone_size_small.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":8444,""opaquePixels"":60,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"zone_size_large","candidate","assets/zone/zone_size_large.png","96","96","zone","One large circular sage pigment brush stamp footprint, diameter 76 percent of canvas width, centered, solid opaque muted sage interior with a few subtle bristle flecks at circular edge and thin brown outline. Rest entirely transparent. No brush, no ring, no dots, no text.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","0b2c61438b0ab26e14d909866ea76f3e8d553444ba7a889b012725a06da21b0e","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One large circular sage pigment brush stamp footprint, diameter 76 percent of canvas width, centered, solid opaque muted sage interior with a few subtle bristle flecks at circular edge and thin brown outline. Rest entirely transparent. No brush, no ring, no dots, no text."",""rawFile"":""raw/zone/zone_size_large.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":5028,""opaquePixels"":150,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
