"assetId","version","runtimePath","runtimeSha256","sourcePath","sourceSha256","tool","model","generatedAt","prompt","referenceInputs","seed","candidates","manualEdits","artBible","historicalProfile","owner","usedIn","status","notes"
"fx/dust_puff","v1","fx/dust_puff.png","a6f20fa6fd632e40d04327c13597e1d1441cbe78e0b93438c58b4f4aea4bb2cb","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-f1835396-9efe-48e4-ba43-124efe10f0a4.png","ac0e884f81881e60168a673a785e0511abbed35b7d48e0e69f89b4fb6891c099","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:49:22.442Z","ATTEMPT 1; selected=true
ROLE transparent effect sprite. Southern England1300–1450 handpainted citybuilder; attached projectdust reference palette and brushwork only. One low broad warm ochre-grey dust puff marking placement confirmation, flat ground base, asymmetrical three plump dusty lobes, clean large simple masses. No debris specks, no object. Target32x32px. Simple large masses,no granular detail. True transparent RGBA background, centered whole subject with margins. No text,watermark,checkerboard,glow,backdrop,longshadow. Muted warm natural colours. Paint just one sprite.","effect_dust-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"fx/fire_large","v1","fx/fire_large.png","6adee08c013e2787a26d22e74d99524538b7a9677b301cabbd7a5af4ccfaed82","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-6b283507-3fd2-4b34-8ee5-0731e36630c2.png","172f23ebd85e29c09c23757f69c322c70f10bbc16a7cdf1fc70bd367586cd2d1","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:51:38.331Z","ATTEMPT 1; selected=true
ROLE transparent effect sprite. Southern England1300–1450 handpainted citybuilder; attached projecthouse reference palette and brushwork only. Do NOT render the house. One larger building-fire effect only, broad base and five interlocking strong ochre-orange flame masses, two taller tongues, warm pale core and dark rusty ember base. Entire fire visible bottomcenter anchor. Distinct broad irregular silhouette from smallfire. No fuel object, ground slab, huge glow, neon, or micro sparks. Target96x96px, primitive broad warm colour flame shapes legible at29x29px display. True transparent RGBA background, centered entire isolated fire with margins. No text,watermark,checkerboard,backdrop,longshadow. Paint just one effect sprite.","house_l0-v3.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"fx/fire_small","v1","fx/fire_small.png","babdeb0fed0ecf95afdab7c1f1babf1b7c39eab16583c08a778730f842fc98d1","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-403f212f-15e3-48b7-8bd0-8c39e3d86645.png","e92d7ec2650f1a687bb14367f6ecc42a35f86ec2504f4fcabfcdae817a50b3ad","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:50:18.658Z","ATTEMPT 1; selected=true
ROLE transparent effect sprite. Southern England1300–1450 handpainted citybuilder; attached projecthouse reference palette and brushwork only. Do NOT render the house. One small building-fire effect only, three restrained painterly ochre-orange flame tongues and small warm pale core over dark ember base. Entire fire visible bottomcenter anchor. Medieval building fire, no fuel object, no ground slab. No huge glow, no neon, no micro sparks. Target48x64px, primitive broad warm colour flame shapes legible at14x19px display. True transparent RGBA background, centered entire isolated fire with margins. No text,watermark,checkerboard,backdrop,longshadow. Paint just one effect sprite.","house_l0-v3.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"fx/hammer_sparks-v1","v1","fx/hammer_sparks-v1.png","35a57939f22c0e9c83d9741207e14793daa17618829196395727ddf546dc2c28","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-e705e63c-b262-437b-b068-ef8324aa7563.png","b5a7767a331f886b4cd5336756af461cf1406211e64b30947212074ebe17cb7e","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:46:13.825Z","ATTEMPT 1; selected=true
ROLE transparent effect sprite. Southern England1300–1450 handpainted citybuilder; attached projectdust reference palette and brushwork only. One tiny compact warm grey-brown impact dust puff for a hammer strike, two or three broad dusty lobes, no hammer, no metal spark shower, no glow. Readable simple shape even at10px display. Target32x32px. Simple large masses,no granular detail. True transparent RGBA background, centered subject with margins. No text,watermark, checkerboard,glow,backdrop,longshadow. Muted warm natural colours. Paint just one sprite.","effect_dust-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"fx/smoke_chimney_a","v1","fx/smoke_chimney_a.png","c97e586fdcb4715e36884847261b2c1ffaa38232eaf48383bac5022492b68053","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-ed59c0f6-d753-4632-b9aa-7d5ab1be0393.png","3a0763910f673d3a67da18c0e2d6b04b0c35831baa65b95654bdcab8a9477478","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:46:47.624Z","ATTEMPT 1; selected=true
ROLE transparent effect sprite. Southern England1300–1450 handpainted citybuilder; attached projectsmoke reference palette and brushwork only. One single narrow curling pale warm-grey chimney smoke plume. Base narrow at bottom center, rises diagonally left then curls right; three broad translucent lobes, simple silhouette. No chimney or other object. Target32x64px. Simple large masses, no granular detail. True transparent RGBA background, centered whole subject with margins. No text,watermark,checkerboard,glow,backdrop,longshadow. Muted warm natural colours. Paint just one sprite.","effect_smoke-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"fx/smoke_chimney_b","v1","fx/smoke_chimney_b.png","c7a11a4c16074095ec81ff89034c444df002283c184041744db19bb67f34654d","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-e047244f-f0d8-4621-aece-0da9145302cc.png","1de72c83ba7ee24ca983466846b8eb500520c5aef6dbc1b9290f83dbc996e489","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:48:20.955Z","ATTEMPT 1; selected=true
ROLE transparent effect sprite. Southern England1300–1450 handpainted citybuilder; attached projectsmoke reference palette and brushwork only. One single narrow pale warm-grey chimney smoke plume variant B, differs in silhouette: narrow base bottom center, rightward low bend and leftward high lobe, slightly broken top. Three broad translucent lobes only. No chimney or other object. Target32x64px. Simple large masses,no granular detail. True transparent RGBA background, centered whole subject with margins. No text,watermark,checkerboard,glow,backdrop,longshadow. Muted warm natural colours. Paint just one sprite.","effect_smoke-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"marker/stake_empty_plot","v1","marker/stake_empty_plot.png","a6a002b7fe937ca51c5c18475f5fd252954322d6366e0e39fbc80c6da2a10e1e","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-9c3d-7bd1-b909-22956738dc55/exec-a5d1b425-e9b6-4734-a02f-94348450529f.png","6c70c3f50bcd9b68cf28b87628afd400c196432c29ac26995bc80f3e0f6c6952","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:52:12.816Z","ATTEMPT 1; selected=true
ROLE transparent object marker. Southern England1300–1450 handpainted citybuilder; attached projecthouse reference palette and brushwork only. Do NOT render the house. One single short rough weathered wooden survey stake with an unmarked faded linen ribbon tied near upper part. 2:1 isometric game prop, base bottomcenter, slightly crooked split wood point on top, pale ochre ribbon streams to right. No writing, no symbols, no signboard, no surrounding ground. Chunky simple visible wood and ribbon. Target32x48px, chunky simple visible silhouette legible at10x14px display. True transparent RGBA background, centered entire isolated marker with margins. Soft upper-left light,contact AO only. No text,watermark,checkerboard,backdrop,longshadow,micrograin. Paint just one marker sprite.","house_l0-v3.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Generated alpha bbox (threshold8) cropped per cell; one Lanczos3 fit to exact target; transparent canvas; bottom-centred anchor. Original generated alpha preserved. No procedural repaint.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected only generated candidate: project-tone painterly silhouette, alpha preserved; inspected source-size and 0.3-scale on olive background."
"work/work_carry_beam-v1","v1","work/work_carry_beam-v1.png","3ae96c8dc596e9fe8960c010162096c0a2d7a722e17a0ac08262a8c3869c6257","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-fd96-7c43-b2fa-79e97ae6ba1e/exec-6d80db80-8851-4d55-aeee-0380e9b1199b.png","c398088ec136af9ea03dfbd43a50c1d2369ce3554f90b7c41b5194900782a1c6","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T00:00:00.000Z","ATTEMPT 1; selected=false
Use case: historical-scene. Create a transparent game sprite sheet with FOUR isolated tiny medieval work props ONLY, no people, no hands, no ground, no lettering. Project references supplied: builder and farmer sheets define painterly muted brown/olive/iron-grey material and 2:1 isometric camera; sack reference defines cloth. Southern England 1300–1450. Four equal horizontal square cells LEFT TO RIGHT NE, SE, SW, NW, redraw each view with coherent top-left soft light, do not mirror. Each object stays within its own cell with generous transparent separation. Target final sheet 128x32, four32x32 cells, so simple large readable silhouettes, no microtexture. Native larger image permitted for clean reduction. Grip point visible and central in each square. True transparent alpha, no checkerboard painted in pixels, no text or labels, no cast shadows. Subject: each cell contains one medieval shoulder carrying beam/yoke with exactly TWO hanging burlap sacks, one at each end on short rope. Beam centre is shoulder support point, visible bare central wood. Low compact load, broad readable two-sack silhouette. Isometric directions NE SE SW NW, beam follows transverse shoulder axis: forNE/SW descends screen right, forSE/NW rises screen right. Show different near/far bag occlusion, not mirror. Keep sacks small, muted warm grey cloth like supplied sack reference, simple tied necks. No person no hands no harness.

ATTEMPT 2; selected=true
Use case: historical-scene. Create a transparent game sprite sheet with FOUR isolated tiny medieval work props ONLY, no people, no hands, no ground, no lettering. Project references supplied: builder and farmer sheets define painterly muted brown/olive/iron-grey material and 2:1 isometric camera; sack reference defines cloth. Southern England 1300–1450. Four equal horizontal square cells LEFT TO RIGHT NE, SE, SW, NW, redraw each view with coherent top-left soft light, do not mirror. Each object stays within its own cell with generous transparent separation. Target final sheet 128x32, four32x32 cells, so simple large readable silhouettes, no microtexture. Native larger image permitted for clean reduction. Grip point visible and central in each square. True transparent alpha, no checkerboard painted in pixels, no text or labels, no cast shadows. Subject four shoulder yokes with TWO hanging sacks each. CRITICAL direction rule: LEFT cell beam runs from screen upper-left to lower-right. SECOND cell beam runs from screen lower-left to upper-right. THIRD cell beam runs upper-left to lower-right. FOURTH cell beam runs lower-left to upper-right. Each viewed independently, lights stay top-left, do not mirror. Exactly two rough linen sacks tied to two ends, bare middle shoulder grip; no people. Painterly small simple prop. Four distinct perspective drawings. Correct SECOND cell to rise to the right unlike first.","actor_builder-v1.png; held_sack_SE-v1.png; actor_farmer-v1.png","not exposed","2 native attempts; selected source recorded; see generation-history.json","Per-direction alpha bbox crop and uniform Canvas resampling to fit30x30 within32x32 cells; preserved native alpha; no mirror/rotation/recolour. Packed4cells horizontal.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected independently painted four directions with matching lighting and readable silhouette."
"work/work_hammer-v1","v1","work/work_hammer-v1.png","7886872606b93a40432457d094bab2179bc7da6257896356cbbb0963065ff652","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-fd96-7c43-b2fa-79e97ae6ba1e/exec-14d34e73-8183-4bd1-aadd-f6b355a64992.png","38b1f92d8b5a196c92f4c7b5eca3f37cd7686d9693528f3ef28c77a8673d5025","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T00:00:00.000Z","ATTEMPT 1; selected=true
Use case: historical-scene. Create a transparent game sprite sheet with FOUR isolated tiny medieval work props ONLY, no people, no hands, no ground, no lettering. Project references supplied: builder and farmer sheets define painterly muted brown/olive/iron-grey material and 2:1 isometric camera; sack reference defines cloth. Southern England 1300–1450. Four equal horizontal square cells LEFT TO RIGHT NE, SE, SW, NW, redraw each view with coherent top-left soft light, do not mirror. Each object stays within its own cell with generous transparent separation. Target final sheet 128x32, four32x32 cells, so simple large readable silhouettes, no microtexture. Native larger image permitted for clean reduction. Grip point visible and central in each square. True transparent alpha, no checkerboard painted in pixels, no text or labels, no cast shadows. Subject: four medieval carpenter mallets/short iron hammers, a stubby rectangular dark forged iron head on short brown wood handle, posed raised for hammering. Grip near bottom of shaft, head above grip. Each direction shows different front/side/top proportions, NE back-right,SE front-right,SW front-left,NW back-left. Blunt square head not claw hammer, no anvil, no sparks, no modern rubber.","actor_builder-v1.png; held_sack_SE-v1.png; actor_farmer-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Per-direction alpha bbox crop and uniform Canvas resampling to fit30x30 within32x32 cells; preserved native alpha; no mirror/rotation/recolour. Packed4cells horizontal.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected independently painted four directions with matching lighting and readable silhouette."
"work/work_pose_overlay_m","v1","work/work_pose_overlay_m.png","6f6006cf3974fd0b65bc2026c37556c9e857aaf589ac427c2934777004723222","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8cf-3527-74b0-831b-3a9c613e5b5e/exec-5d87c4cd-2147-42ca-81e7-f6c7ffb31262.png","c7b5815eb6520bee2f91048c7c0aa8b6aff298cc8187c385a294938319db25da","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T13:46:11.000Z","ATTEMPT 1; selected=true
Use case: precise-object-edit. Edit target: attached project adult male SE-facing cell, enlarged nearest-neighbour for inspection. Produce a transparent UPPER BODY ONLY replacement overlay for this exact character: torso in muted brown belted medieval tunic, both arms raised with elbows bent, empty hands at about shoulder to forehead height as if lifting a hammer. Match same 2:1 isometric SE facing direction, brown sleeves, tan skin and broad painterly low-resolution game forms. IMPORTANT omit head and hood, omit legs and boots, omit floor, omit tool. Torso remains same scale and position: image is a 74x74 conceptual cell enlarged tenfold, torso occupies x27..44,y18..44; neck gap centered x37,y17, belt y31, tunic hem y44. Raised arms may spread x15..57 and rise to y8. Output a square transparent PNG with this exact generous registration space; never center the torso vertically, it must stay in upper-middle as reference. This is only a detachable torso and raised arms clothing layer, no new full character. Preserve dark muted palette, soft top-left light, no text, no white outline, no isolated colour speckles. Transparent cutout.","actor_civilian_man-v1.png; overlay-target-SE-large.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Canvas proportional SE cell crop [73.5,0,73.5,73.5] to74x74; nearest-neighbour10x reference enlargement. Native torso/arms repaint. Generated1254 square registered by affine scale x0.059,y0.048,translation(-1,0.8) on74x74 transparent canvas, no head or legs added. No background removal. Nonuniform registration aligns neck,belt,hem tobase.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Raised arms and torso-only cutout match brown tunic palette; usable replacement-layer candidate. Pure source-over fails because base lowered arms remain; deletion-mask experiment required."
"work/work_shovel-v1","v1","work/work_shovel-v1.png","6ecf6a1cc7ffa3bb6f953ce3578c8f03f503f8b3f967484dbb30d0e84bc5950b","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-fd96-7c43-b2fa-79e97ae6ba1e/exec-5ca2e064-406e-4d8d-a6c1-9606a0cc0197.png","6d44aba4ceca6465233daf1b589dd2fa2dddafe37be265edec89c619d56e907b","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T00:00:00.000Z","ATTEMPT 1; selected=true
Use case: historical-scene. Create a transparent game sprite sheet with FOUR isolated tiny medieval work props ONLY, no people, no hands, no ground, no lettering. Project references supplied: builder and farmer sheets define painterly muted brown/olive/iron-grey material and 2:1 isometric camera; sack reference defines cloth. Southern England 1300–1450. Four equal horizontal square cells LEFT TO RIGHT NE, SE, SW, NW, redraw each view with coherent top-left soft light, do not mirror. Each object stays within its own cell with generous transparent separation. Target final sheet 128x32, four32x32 cells, so simple large readable silhouettes, no microtexture. Native larger image permitted for clean reduction. Grip point visible and central in each square. True transparent alpha, no checkerboard painted in pixels, no text or labels, no cast shadows. Subject: one wooden-shaft medieval iron shovel per cell, blade planted downward, handle leaning from the centre grip toward the upper left in NE, upper right SE, upper left SW, upper right NW with blade perspective distinctly changing for each view. Long shaft, broad blunt iron spade, bare wood handle, no modern D handle. Keep complete shovel within each cell, long axis mostly vertical.","actor_builder-v1.png; held_sack_SE-v1.png; actor_farmer-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Per-direction alpha bbox crop and uniform Canvas resampling to fit30x30 within32x32 cells; preserved native alpha; no mirror/rotation/recolour. Packed4cells horizontal.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected independently painted four directions with matching lighting and readable silhouette."
"work/work_sickle-v1","v1","work/work_sickle-v1.png","347cd0f5a5b46f0b627856dae9c1d47ef8c5fd1e40aa3eb3b5166b059e85708c","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d8ce-fd96-7c43-b2fa-79e97ae6ba1e/exec-be30a79b-e79d-4c06-bcad-8a750d771e5e.png","9d8a66d5193056c8bf0fc7696319ea203fd2e08a505ae58f64760c930fab77fb","native image_gen edits; Canvas/PNG deterministic registration","not exposed","2026-09-25T00:00:00.000Z","ATTEMPT 1; selected=true
Use case: historical-scene. Create a transparent game sprite sheet with FOUR isolated tiny medieval work props ONLY, no people, no hands, no ground, no lettering. Project references supplied: builder and farmer sheets define painterly muted brown/olive/iron-grey material and 2:1 isometric camera; sack reference defines cloth. Southern England 1300–1450. Four equal horizontal square cells LEFT TO RIGHT NE, SE, SW, NW, redraw each view with coherent top-left soft light, do not mirror. Each object stays within its own cell with generous transparent separation. Target final sheet 128x32, four32x32 cells, so simple large readable silhouettes, no microtexture. Native larger image permitted for clean reduction. Grip point visible and central in each square. True transparent alpha, no checkerboard painted in pixels, no text or labels, no cast shadows. Subject: each cell contains a small medieval curved sickle together with one compact bundle of ripe ochre wheat. Short brown wooden grip centred in the cell, hooked dull iron blade curving beside wheat ears. Bundle is held together at same grip location with simple cord. Four genuinely different isometric views of same harvest-tool-and-sheaf, crescent silhouette obvious at 32px. No scythe, no person, no hand, no loose floating clutter.","actor_builder-v1.png; held_sack_SE-v1.png; actor_farmer-v1.png","not exposed","1 native attempts; selected source recorded; see generation-history.json","Per-direction alpha bbox crop and uniform Canvas resampling to fit30x30 within32x32 cells; preserved native alpha; no mirror/rotation/recolour. Packed4cells horizontal.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave6","candidate only; no game installation","candidate","Selected independently painted four directions with matching lighting and readable silhouette."
